_de_	48369	0.007094593256667508	2
_que	41033	0.006018574812397153	2
que_	37781	0.005541582993862911	2
ção_	25009	0.003668231362153398	2
ment	24991	0.00366559118603605	2
nte_	20852	0.0030584973554969273	2
ente	20588	0.003019774772442487	2
_con	20211	0.0029644777504291386	2
_com	19940	0.0029247284322179517	2
_da_	17741	0.00260218691654858	2
dos_	17693	0.002595146446902318	2
ação	16452	0.002413120971256256	2
_par	15605	0.002288886017289927	2
_do_	14928	0.0021895860599874415	2
_est	14356	0.0021056871300361543	2
_em_	13389	0.0019638510019541703	2
_pro	13327	0.0019547570619944154	2
mos_	13100	0.0019214615076256353	2
amen	12627	0.0018520835463197631	2
nto_	12141	0.0017807987911513618	2
uma_	11606	0.0017023268898857346	2
para	11488	0.0016850190686720076	2
ões_	11471	0.001682525569005623	2
das_	11438	0.001677685246123818	2
_os_	11382	0.001669471364869846	2
ara_	11109	0.0016294286937567316	2
dade	10728	0.0015735449659395279	2
ais_	10683	0.0015669445256461575	2
não_	10610	0.0015562371447258008	2
_não	10582	0.0015521302040988148	2
_uma	10555	0.0015481699399227924	2
_um_	9804	0.001438015925248987	2
idad	9486	0.001391372813842502	2
_por	9424	0.0013822788738827472	2
ento	9370	0.0013743583455307026	2
esta	9145	0.00134135614406385	2
_des	9138	0.0013403294089071034	2
_dos	8731	0.0012806320933648413	2
ado_	8702	0.0012763784762868915	2
_no_	8636	0.0012666978305232814	2
_as_	8473	0.0012427895690161838	2
ade_	8383	0.0012295886884294428	2
tos_	8298	0.0012171211900975207	2
_se_	8068	0.0011833856063758494	2
ções	7948	0.0011657844322601947	2
cont	7661	0.001123688290833587	2
com_	7659	0.0011233949379316596	2
sta_	7658	0.001123248261480696	2
enta	7430	0.0010898060306609519	2
ria_	7412	0.0010871658545436038	2
por_	7191	0.0010547503588806064	2
nos_	7065	0.001036269126059169	2
_sen	6928	0.00101617445227713	2
ito_	6884	0.0010097206884347233	2
ncia	6843	0.0010037069539452078	2
_ser	6761	9.916794849661771E-4	1
_na_	6607	9.690913115177536E-4	1
mas_	6512	9.551570486761937E-4	1
cons	6464	9.481165790299318E-4	1
_res	6358	9.325688752277702E-4	1
_pre	6264	9.18781288837174E-4	1
este	6239	9.151143775630793E-4	1
são_	6167	9.045536730936865E-4	1
_nos	6088	8.929662334675472E-4	1
_qua	6079	8.91646145408873E-4	1
ante	6006	8.809387644885165E-4	1
ada_	5973	8.760984416067114E-4	1
_rel	5955	8.734582654893633E-4	1
tes_	5905	8.661244429411738E-4	1
rela	5749	8.432429165908227E-4	1
_mai	5685	8.338556237291403E-4	1
enho	5684	8.337089472781764E-4	1
ica_	5606	8.222681841030009E-4	1
ste_	5575	8.177212141231234E-4	1
tiva	5556	8.149343615548115E-4	1
ndo_	5551	8.142009792999925E-4	1
_ao_	5478	8.03493598379636E-4	1
sso_	5460	8.008534222622877E-4	1
_tra	5394	7.911727764986777E-4	1
_das	5300	7.773851901080815E-4	1
senh	5263	7.719581614224213E-4	1
nhor	5259	7.713714556185662E-4	1
pres	5187	7.608107511491734E-4	1
emos	5144	7.545036637577304E-4	1
como	5080	7.451163708960479E-4	1
omo_	5078	7.448230179941203E-4	1
_pel	5054	7.413027831709894E-4	1
tar_	5031	7.379292247988223E-4	1
inte	5010	7.348490193285827E-4	1
ados	4962	7.278085496823209E-4	1
cia_	4913	7.206214035850951E-4	1
açõe	4887	7.168078158600366E-4	1
rio_	4813	7.059537584887162E-4	1
mais	4753	6.97153171430889E-4	1
_int	4747	6.962731127251062E-4	1
_per	4745	6.959797598231787E-4	1
res_	4742	6.955397304702872E-4	1
esen	4628	6.788186150604153E-4	1
eito	4626	6.785252621584878E-4	1
osta	4560	6.688446163948777E-4	1
tant	4551	6.675245283362035E-4	1
elat	4538	6.656177344736743E-4	1
_dev	4489	6.584305883764486E-4	1
_pos	4472	6.559370887100642E-4	1
imen	4427	6.493366484166937E-4	1
_for	4412	6.471365016522369E-4	1
_ter	4402	6.45669737142599E-4	1
ntes	4394	6.444963255348887E-4	1
segu	4378	6.421495023194681E-4	1
tica	4340	6.36575797182844E-4	1
form	4325	6.343756504183873E-4	1
ênci	4278	6.274818572230891E-4	1
hor_	4269	6.261617691644151E-4	1
tas_	4265	6.255750633605599E-4	1
espe	4246	6.227882107922479E-4	1
orma	4210	6.175078585575515E-4	1
port	4191	6.147210059892395E-4	1
_tem	4149	6.085605950487603E-4	1
_dir	4140	6.072405069900863E-4	1
cess	4105	6.021068312063537E-4	1
_sob	4095	6.006400666967158E-4	1
_pod	4091	6.000533608928606E-4	1
ias_	4080	5.984399199322589E-4	1
