Portuguese	3	1105851	1045
			1)	ogr	406	656	3.8607267E-4
		11)	ov	0	0	0.0
			1)	ova	472	574	3.3781357E-4
			2)	ovo	721	352	2.0716095E-4
			3)	ove	731	348	2.0480684E-4
		12)	oc	0	0	0.0
			1)	oci	473	573	3.3722506E-4
			2)	oca	543	497	2.9249713E-4
			3)	oce	589	445	2.6189382E-4
			4)	ocu	630	411	2.4188394E-4
			5)	ocr	1007	213	1.2535592E-4
		13)	oi	0	0	0.0
			1)	ois	495	553	3.2545454E-4
			2)	oi_	578	455	2.6777905E-4
		14)	oj	0	0	0.0
			1)	oje	541	500	2.942627E-4
		15)	ot	0	0	0.0
			1)	ota	655	397	2.3364459E-4
			2)	ote	1005	214	1.2594444E-4
	2)	_	0	0	0.0
		1)	_d	0	0	0.0
			1)	_de	2	18442	0.010853586
			2)	_da	24	6420	0.003778333
			3)	_do	26	6335	0.0037283085
			4)	_di	70	3108	0.001829137
			5)	_du	810	293	1.7243794E-4
		2)	_q	0	0	0.0
			1)	_qu	6	11730	0.006903403
		3)	_c	0	0	0.0
			1)	_co	7	11467	0.006748621
			2)	_ca	150	1677	9.869571E-4
			3)	_cr	374	724	4.260924E-4
			4)	_ci	384	696	4.0961368E-4
			5)	_cu	504	544	3.2015782E-4
			6)	_ce	595	442	2.6012823E-4
			7)	_cl	740	338	1.9892158E-4
			8)	_ch	813	292	1.7184942E-4
		4)	_a	0	0	0.0
			1)	_a_	10	10845	0.006382558
			2)	_as	60	3388	0.0019939241
			3)	_ap	104	2105	0.001238846
			4)	_ao	110	1968	0.001158218
			5)	_al	127	1831	0.00107759
			6)	_ac	135	1766	0.0010393359
			7)	_an	235	1117	6.573829E-4
			8)	_au	326	817	4.8082526E-4
			9)	_at	335	798	4.6964327E-4
			10)	_ag	405	658	3.8724972E-4
			11)	_ad	456	592	3.4840705E-4
			12)	_am	551	488	2.8720038E-4
			13)	_ab	577	456	2.6836758E-4
			14)	_aq	604	433	2.548315E-4
			15)	_ai	701	366	2.154003E-4
			16)	_ar	738	339	1.995101E-4
			17)	_af	800	299	1.759691E-4
		5)	_s	0	0	0.0
			1)	_se	14	8352	0.004915364
			2)	_so	119	1872	0.0011017196
			3)	_su	155	1591	9.363439E-4
			4)	_si	214	1200	7.0623046E-4
			5)	_sa	437	617	3.6312017E-4
			6)	_sã	564	477	2.807266E-4
			7)	_só	903	253	1.4889693E-4
		6)	_r	0	0	0.0
			1)	_re	18	7249	0.0042662206
			2)	_ra	712	356	2.0951504E-4
			3)	_ri	1002	215	1.2653296E-4
		7)	_p	0	0	0.0
			1)	_pr	20	6681	0.003931938
			2)	_po	23	6458	0.0038006972
			3)	_pa	33	5207	0.0030644517
			4)	_pe	56	3588	0.0021116291
			5)	_pl	952	234	1.3771495E-4
		8)	_e	0	0	0.0
			1)	_e_	21	6616	0.0038936841
			2)	_es	31	5495	0.003233947
			3)	_em	50	3807	0.0022405162
			4)	_ex	128	1814	0.0010675851
			5)	_en	131	1784	0.0010499293
			6)	_eu	329	805	4.7376295E-4
			7)	_el	411	648	3.8136446E-4
			8)	_ef	568	473	2.7837252E-4
			9)	_ec	608	431	2.5365443E-4
			10)	_ev	842	281	1.6537563E-4
		9)	_o	0	0	0.0
			1)	_o_	25	6392	0.0037618545
			2)	_os	80	2784	0.0016384547
			3)	_ou	213	1205	7.091731E-4
			4)	_ob	343	793	4.6670064E-4
			5)	_or	361	755	4.4433668E-4
			6)	_op	620	420	2.4718067E-4
		10)	_u	0	0	0.0
			1)	_um	35	5171	0.0030432648
			2)	_ut	1045	200	1.1770508E-4
		11)	_n	0	0	0.0
			1)	_no	37	4702	0.0027672464
			2)	_nã	88	2616	0.0015395825
			3)	_na	89	2593	0.0015260463
			4)	_ne	138	1747	0.0010281539
			5)	_nu	626	414	2.4364951E-4
			6)	_ní	821	289	1.7008385E-4
			7)	_nó	966	229	1.3477232E-4
		12)	_i	0	0	0.0
			1)	_in	51	3764	0.0022152096
			2)	_im	219	1191	7.0093374E-4
			3)	_is	435	619	3.6429722E-4
			4)	_ir	905	252	1.483084E-4
			5)	_ig	967	229	1.3477232E-4
		13)	_m	0	0	0.0
			1)	_ma	66	3238	0.0019056452
			2)	_me	92	2495	0.0014683709
			3)	_mu	215	1198	7.0505345E-4
			4)	_mo	277	944	5.5556797E-4
			5)	_mi	441	611	3.5958903E-4
		14)	_t	0	0	0.0
			1)	_te	75	2944	0.0017326188
			2)	_tr	144	1718	0.0010110866
			3)	_to	156	1588	9.3457836E-4
			4)	_ta	161	1546	9.0986025E-4
			5)	_ti	698	367	2.1598882E-4
		15)	_é	0	0	0.0
			1)	_é_	91	2529	0.0014883807
		16)	_f	0	0	0.0
			1)	_fo	136	1757	0.0010340392
			2)	_fa	141	1733	0.0010199145
			3)	_fi	248	1030	6.0618116E-4
			4)	_fu	368	736	4.331547E-4
			5)	_fr	665	393	2.3129048E-4
			6)	_fe	788	307	1.8067729E-4
		17)	_à	0	0	0.0
			1)	_à_	158	1568	9.2280784E-4
			2)	_às	615	426	2.5071183E-4
		18)	_v	0	0	0.0
			1)	_ve	198	1285	7.562551E-4
			2)	_vi	264	992	5.838172E-4
			3)	_vo	466	583	3.431103E-4
			4)	_va	557	487	2.8661187E-4
		19)	_g	0	0	0.0
			1)	_gr	355	765	4.5022194E-4
			2)	_go	439	616	3.6253166E-4
			3)	_ge	757	327	1.9244781E-4
			4)	_ga	937	239	1.4065758E-4
		20)	_l	0	0	0.0
			1)	_le	417	641	3.7724478E-4
			2)	_li	463	586	3.4487588E-4
			3)	_lu	664	393	2.3129048E-4
			4)	_lo	735	342	2.0127569E-4
			5)	_la	743	335	1.9715601E-4
		21)	_j	0	0	0.0
			1)	_ju	507	543	3.1956928E-4
			2)	_já	550	488	2.8720038E-4
		22)	_b	0	0	0.0
			1)	_ba	602	436	2.5659706E-4
			2)	_be	628	413	2.4306099E-4
			3)	_bo	987	220	1.294756E-4
		23)	_h	0	0	0.0
			1)	_ho	603	435	2.5600856E-4
			2)	_há	641	407	2.3952984E-4
			3)	_ha	860	273	1.6066743E-4
		24)	_ú	0	0	0.0
			1)	_úl	951	234	1.3771495E-4
	3)	d	0	0	0.0
		1)	de	0	0	0.0
			1)	de_	3	15158	0.008920868
			2)	des	68	3184	0.0018738649
			3)	der	179	1433	8.433569E-4
			4)	dev	240	1092	6.4266974E-4
			5)	dem	274	960	5.649844E-4
			6)	dep	294	901	5.302614E-4
			7)	dec	392	679	3.9960875E-4
			8)	den	398	669	3.937235E-4
			9)	deb	678	382	2.248167E-4
			10)	dei	686	375	2.2069702E-4
			11)	def	727	349	2.0539536E-4
		2)	do	0	0	0.0
			1)	do_	11	9421	0.0055444976
			2)	dos	43	4128	0.002429433
			3)	dor	513	539	3.172152E-4
		3)	da	0	0	0.0
			1)	da_	17	7405	0.0043580304
			2)	dad	67	3187	0.0018756305
			3)	das	79	2817	0.0016578761
			4)	dam	450	598	3.519382E-4
			5)	dar	491	556	3.2722013E-4
		4)	di	0	0	0.0
			1)	dis	288	914	5.3791224E-4
			2)	dir	296	893	5.255532E-4
			3)	did	457	590	3.4723E-4
			4)	dia	498	552	3.2486604E-4
			5)	dic	574	462	2.7189872E-4
			6)	diz	640	407	2.3952984E-4
			7)	dif	643	405	2.3835279E-4
			8)	dim	1028	206	1.2123623E-4
		5)	dã	0	0	0.0
			1)	dão	818	289	1.7008385E-4
		6)	du	0	0	0.0
			1)	duz	921	245	1.4418873E-4
	4)	a	0	0	0.0
		1)	as	0	0	0.0
			1)	as_	4	13537	0.007966869
			2)	ass	165	1506	8.8631926E-4
			3)	ase	484	562	3.3075127E-4
			4)	aso	722	352	2.0716095E-4
			5)	ast	971	225	1.3241821E-4
			6)	asp	1042	201	1.182936E-4
		2)	ar	0	0	0.0
			1)	ar_	32	5353	0.0031503765
			2)	ara	55	3628	0.0021351702
			3)	art	232	1128	6.638566E-4
			4)	are	305	877	5.1613676E-4
			5)	ari	324	825	4.8553347E-4
			6)	arg	679	381	2.2422818E-4
			7)	arm	739	338	1.9892158E-4
			8)	aro	931	242	1.4242315E-4
			9)	ará	950	234	1.3771495E-4
		3)	aç	0	0	0.0
			1)	açã	45	4060	0.002389413
			2)	açõ	238	1105	6.5032055E-4
		4)	ad	0	0	0.0
			1)	ado	49	3870	0.0022775934
			2)	ade	71	3103	0.0018261943
			3)	ada	96	2409	0.0014177577
			4)	adã	867	268	1.577248E-4
			5)	adi	1036	203	1.1947066E-4
		5)	am	0	0	0.0
			1)	ame	65	3262	0.0019197699
			2)	am_	125	1839	0.0010822982
			3)	amb	211	1214	7.144698E-4
			4)	amo	242	1089	6.409042E-4
			5)	ama	357	764	4.496334E-4
		6)	ai	0	0	0.0
			1)	ais	81	2762	0.0016255071
			2)	ain	666	392	2.3070196E-4
			3)	aio	817	290	1.7067237E-4
		7)	an	0	0	0.0
			1)	ant	83	2743	0.0016143252
			2)	and	233	1127	6.6326815E-4
			3)	ano	418	637	3.748907E-4
			4)	anç	427	624	3.6723985E-4
			5)	anc	542	499	2.9367418E-4
			6)	ans	567	473	2.7837252E-4
			7)	ani	582	452	2.660135E-4
			8)	ana	820	289	1.7008385E-4
			9)	anh	946	235	1.3830347E-4
		8)	al	0	0	0.0
			1)	al_	90	2566	0.0015101562
			2)	ali	180	1423	8.374716E-4
			3)	alm	376	721	4.243268E-4
			4)	alt	443	605	3.5605786E-4
			5)	ala	479	566	3.331054E-4
			6)	alh	506	543	3.1956928E-4
			7)	alg	518	532	3.1309552E-4
			8)	alq	1019	210	1.2359033E-4
		9)	at	0	0	0.0
			1)	ati	168	1493	8.7866845E-4
			2)	ate	364	752	4.425711E-4
			3)	ata	419	633	3.7253657E-4
			4)	ató	428	623	3.6665134E-4
			5)	até	490	559	3.289857E-4
			6)	atr	700	366	2.154003E-4
			7)	ato	724	351	2.0657241E-4
			8)	atu	791	306	1.8008877E-4
		10)	ao	0	0	0.0
			1)	ao_	184	1379	8.1157655E-4
			2)	aos	459	590	3.4723E-4
		11)	ac	0	0	0.0
			1)	act	262	994	5.8499427E-4
			2)	aci	339	796	4.6846623E-4
			3)	aco	499	550	3.2368896E-4
			4)	ace	607	432	2.5424297E-4
			5)	acç	886	259	1.5242808E-4
		12)	ap	0	0	0.0
			1)	apr	319	830	4.884761E-4
			2)	ape	488	560	3.2957422E-4
			3)	apl	682	379	2.2305113E-4
			4)	apo	694	369	2.1716587E-4
			5)	apa	972	225	1.3241821E-4
		13)	ab	0	0	0.0
			1)	aba	429	623	3.6665134E-4
			2)	abe	558	485	2.8543483E-4
			3)	abi	677	383	2.2540522E-4
			4)	abo	695	369	2.1716587E-4
		14)	aq	0	0	0.0
			1)	aqu	492	555	3.266316E-4
		15)	aí	0	0	0.0
			1)	aís	585	447	2.6307086E-4
		16)	az	0	0	0.0
			1)	aze	587	446	2.6248232E-4
			2)	az_	897	255	1.5007397E-4
		17)	au	0	0	0.0
			1)	aut	716	354	2.08338E-4
			2)	aus	826	287	1.6890679E-4
		18)	av	0	0	0.0
			1)	ave	733	345	2.0304126E-4
			2)	ava	763	322	1.8950518E-4
			3)	avo	983	221	1.3006412E-4
			4)	avi	1026	207	1.21824756E-4
		19)	ag	0	0	0.0
			1)	agr	742	337	1.9833306E-4
			2)	age	751	330	1.9421338E-4
			3)	ago	960	232	1.365379E-4
		20)	af	0	0	0.0
			1)	afi	898	255	1.5007397E-4
	5)	ã	0	0	0.0
		1)	ão	0	0	0.0
			1)	ão_	5	11974	0.007047003
			2)	ãos	825	287	1.6890679E-4
	6)	q	0	0	0.0
		1)	qu	0	0	0.0
			1)	que	8	11234	0.0066114943
			2)	qua	147	1693	9.963735E-4
			3)	qui	358	763	4.490449E-4
	7)	e	0	0	0.0
		1)	en	0	0	0.0
			1)	ent	9	10942	0.006439645
			2)	enh	108	1971	0.0011599836
			3)	end	222	1168	6.8739767E-4
			4)	ens	297	892	5.2496465E-4
			5)	enc	396	673	3.960776E-4
			6)	ena	416	641	3.7724478E-4
			7)	env	478	570	3.3545948E-4
			8)	enç	556	487	2.8661187E-4
			9)	eno	571	467	2.7484135E-4
			10)	ene	924	244	1.4360019E-4
		2)	es	0	0	0.0
			1)	es_	16	7519	0.0044251224
			2)	est	27	6283	0.003697705
			3)	ess	73	3057	0.0017991222
			4)	ese	123	1847	0.0010870064
			5)	esp	139	1740	0.0010240342
			6)	esa	422	629	3.7018248E-4
			7)	esc	512	539	3.172152E-4
			8)	esm	566	474	2.7896103E-4
			9)	eso	915	247	1.4536578E-4
			10)	esi	998	216	1.2712149E-4
		3)	em	0	0	0.0
			1)	em_	28	6219	0.0036600395
			2)	emo	151	1668	9.816603E-4
			3)	emp	220	1189	6.997567E-4
			4)	ema	295	898	5.284958E-4
			5)	eme	434	619	3.6429722E-4
			6)	emb	688	373	2.1951998E-4
		4)	er	0	0	0.0
			1)	er_	44	4061	0.0023900017
			2)	era	130	1794	0.0010558146
			3)	eri	174	1469	8.6454384E-4
			4)	ere	204	1245	7.3271414E-4
			5)	erm	363	752	4.425711E-4
			6)	erc	383	698	4.1079073E-4
			7)	erá	399	664	3.9078086E-4
			8)	erv	442	605	3.5605786E-4
			9)	ert	485	561	3.3016276E-4
			10)	ero	514	538	3.1662665E-4
			11)	ern	517	533	3.1368405E-4
			12)	erg	647	404	2.3776427E-4
			13)	err	667	390	2.2952491E-4
			14)	ers	684	376	2.2128555E-4
			15)	erd	704	360	2.1186915E-4
			16)	erã	1009	213	1.2535592E-4
		5)	el	0	0	0.0
			1)	ela	93	2430	0.0014301167
			2)	el_	218	1194	7.0269936E-4
			3)	ele	311	860	5.0613185E-4
			4)	elo	320	828	4.8729902E-4
			5)	elh	652	401	2.3599868E-4
			6)	eli	944	236	1.3889199E-4
		6)	ec	0	0	0.0
			1)	ect	115	1919	0.0011293802
			2)	ece	160	1554	9.145685E-4
			3)	eci	185	1370	8.0627983E-4
			4)	eco	290	910	5.355581E-4
			5)	ecu	717	353	2.0774947E-4
		7)	ei	0	0	0.0
			1)	eit	166	1498	8.816111E-4
			2)	eir	207	1239	7.2918297E-4
			3)	eia	494	554	3.2604308E-4
			4)	eis	569	472	2.7778398E-4
			5)	eio	824	288	1.6949531E-4
			6)	ei_	870	266	1.5654776E-4
		8)	eg	0	0	0.0
			1)	egu	186	1364	8.0274866E-4
			2)	egi	299	891	5.243761E-4
			3)	ega	407	654	3.8489563E-4
			4)	ego	657	397	2.3364459E-4
			5)	egr	756	327	1.9244781E-4
		9)	ev	0	0	0.0
			1)	eve	202	1255	7.385994E-4
			2)	evi	530	512	3.01325E-4
			3)	eva	834	282	1.6596416E-4
		10)	eu	0	0	0.0
			1)	eu_	237	1108	6.5208616E-4
			2)	eur	415	643	3.7842183E-4
			3)	eus	675	383	2.2540522E-4
		11)	ef	0	0	0.0
			1)	efe	275	947	5.573336E-4
			2)	efi	619	420	2.4718067E-4
			3)	efo	760	326	1.9185928E-4
		12)	ed	0	0	0.0
			1)	edi	350	773	4.5493012E-4
			2)	ede	899	254	1.4948545E-4
			3)	eda	963	231	1.3594936E-4
		13)	eq	0	0	0.0
			1)	equ	423	629	3.7018248E-4
		14)	ep	0	0	0.0
			1)	epu	424	629	3.7018248E-4
			2)	epr	1018	210	1.2359033E-4
		15)	ej	0	0	0.0
			1)	eja	447	602	3.5429228E-4
		16)	ex	0	0	0.0
			1)	exi	516	533	3.1368405E-4
			2)	ext	636	409	2.407069E-4
			3)	exp	674	383	2.2540522E-4
			4)	exe	687	373	2.1951998E-4
			5)	exc	959	232	1.365379E-4
		17)	et	0	0	0.0
			1)	ete	536	507	2.9838237E-4
			2)	eti	859	273	1.6066743E-4
			3)	eta	930	242	1.4242315E-4
		18)	ez	0	0	0.0
			1)	ez_	624	416	2.4482657E-4
		19)	eb	0	0	0.0
			1)	eba	685	375	2.2069702E-4
		20)	ea	0	0	0.0
			1)	eal	711	356	2.0951504E-4
	8)	u	0	0	0.0
		1)	ue	0	0	0.0
			1)	ue_	12	9321	0.0054856455
			2)	ues	336	797	4.6905474E-4
			3)	uer	389	684	4.0255138E-4
			4)	uem	1004	214	1.2594444E-4
			5)	uen	1037	201	1.182936E-4
		2)	um	0	0	0.0
			1)	uma	69	3116	0.0018338452
			2)	um_	76	2934	0.0017267335
			3)	ume	552	487	2.8661187E-4
		3)	ur	0	0	0.0
			1)	ura	154	1609	9.4693736E-4
			2)	uro	307	871	5.1260565E-4
		4)	ua	0	0	0.0
			1)	ual	254	1019	5.9970736E-4
			2)	ua_	382	701	4.125563E-4
			3)	uan	430	622	3.660628E-4
			4)	uas	672	384	2.2599376E-4
			5)	uaç	809	293	1.7243794E-4
			6)	uar	861	272	1.6007891E-4
			7)	uai	883	260	1.530166E-4
			8)	uad	884	259	1.5242808E-4
		5)	ui	0	0	0.0
			1)	uit	306	876	5.155483E-4
			2)	uir	605	432	2.5424297E-4
			3)	ui_	622	416	2.4482657E-4
			4)	uin	843	280	1.6478711E-4
			5)	uiç	894	255	1.5007397E-4
			6)	uil	1003	214	1.2594444E-4
		6)	ut	0	0	0.0
			1)	uta	322	826	4.8612198E-4
			2)	utr	476	570	3.3545948E-4
			3)	uto	524	524	3.083873E-4
			4)	utu	723	351	2.0657241E-4
			5)	uti	792	305	1.7950025E-4
		7)	un	0	0	0.0
			1)	und	351	771	4.5375308E-4
			2)	uni	378	713	4.1961862E-4
			3)	unt	482	563	3.313398E-4
			4)	unc	774	315	1.853855E-4
			5)	uns	803	296	1.7420352E-4
		8)	ul	0	0	0.0
			1)	ula	385	690	4.0608252E-4
			2)	ult	438	616	3.6253166E-4
			3)	ulo	785	309	1.8185435E-4
		9)	uç	0	0	0.0
			1)	uçã	460	589	3.4664146E-4
		10)	us	0	0	0.0
			1)	ust	540	500	2.942627E-4
			2)	us_	644	404	2.3776427E-4
			3)	usa	973	224	1.3182969E-4
		11)	ud	0	0	0.0
			1)	udo	714	354	2.08338E-4
			2)	uda	900	253	1.4889693E-4
		12)	ug	0	0	0.0
			1)	uga	798	300	1.7655762E-4
		13)	up	0	0	0.0
			1)	upo	799	299	1.759691E-4
			2)	upa	995	216	1.2712149E-4
	9)	n	0	0	0.0
		1)	nt	0	0	0.0
			1)	nte	13	8633	0.00508074
			2)	nto	52	3760	0.0022128555
			3)	nta	84	2738	0.0016113826
			4)	ntr	113	1943	0.0011435049
			5)	nti	270	973	5.726352E-4
		2)	no	0	0	0.0
			1)	no_	85	2727	0.0016049087
			2)	nos	97	2393	0.0014083413
			3)	nov	470	575	3.384021E-4
			4)	nom	637	408	2.4011836E-4
			5)	nor	778	313	1.8420845E-4
		3)	nã	0	0	0.0
			1)	não	87	2629	0.0015472333
		4)	nc	0	0	0.0
			1)	nci	94	2423	0.001425997
			2)	nco	375	721	4.243268E-4
			3)	nce	403	659	3.8783823E-4
			4)	ncl	745	333	1.9597897E-4
			5)	ncí	934	240	1.412461E-4
		5)	na	0	0	0.0
			1)	na_	109	1970	0.0011593951
			2)	nas	268	980	5.767549E-4
			3)	nal	318	838	4.931843E-4
			4)	nad	548	488	2.8720038E-4
			5)	nac	618	422	2.483577E-4
			6)	nan	649	401	2.3599868E-4
			7)	nai	670	388	2.2834785E-4
			8)	nar	779	312	1.8361992E-4
			9)	nam	893	257	1.5125104E-4
		6)	nh	0	0	0.0
			1)	nho	137	1750	0.0010299195
			2)	nha	313	855	5.031892E-4
			3)	nhe	761	324	1.9068223E-4
		7)	nd	0	0	0.0
			1)	ndo	162	1518	8.9338154E-4
			2)	nde	196	1285	7.562551E-4
			3)	nda	287	918	5.4026634E-4
			4)	ndi	496	553	3.2545454E-4
		8)	ns	0	0	0.0
			1)	nst	272	967	5.6910404E-4
			2)	nsi	455	592	3.4840705E-4
			3)	nsa	525	519	3.0544467E-4
			4)	nse	554	487	2.8661187E-4
			5)	ns_	613	427	2.5130034E-4
			6)	nso	838	281	1.6537563E-4
			7)	nsp	875	264	1.5537071E-4
		9)	ni	0	0	0.0
			1)	nic	327	814	4.7905967E-4
			2)	nit	789	306	1.8008877E-4
			3)	nif	890	258	1.5183956E-4
			4)	nid	926	243	1.4301167E-4
			5)	nio	968	228	1.3418379E-4
			6)	nis	991	218	1.2829853E-4
		10)	ne	0	0	0.0
			1)	nes	331	803	4.725859E-4
			2)	nec	474	573	3.3722506E-4
		11)	nç	0	0	0.0
			1)	nça	408	650	3.825415E-4
			2)	nçã	708	356	2.0951504E-4
		12)	nv	0	0	0.0
			1)	nvo	515	533	3.1368405E-4
			2)	nve	850	277	1.6302154E-4
		13)	nu	0	0	0.0
			1)	num	754	327	1.9244781E-4
			2)	nua	928	242	1.4242315E-4
		14)	ní	0	0	0.0
			1)	nív	777	314	1.8479698E-4
		15)	nó	0	0	0.0
			1)	nóm	814	291	1.712609E-4
			2)	nós	965	230	1.3536084E-4
		16)	nq	0	0	0.0
			1)	nqu	1022	208	1.2241329E-4
		17)	nf	0	0	0.0
			1)	nfo	1023	208	1.2241329E-4
	10)	t	0	0	0.0
		1)	te	0	0	0.0
			1)	te_	15	7728	0.0045481245
			2)	ter	72	3059	0.0018002992
			3)	tem	126	1832	0.0010781785
			4)	tes	157	1584	9.322242E-4
			5)	ten	175	1461	8.598356E-4
			6)	tec	729	349	2.0539536E-4
			7)	tei	996	216	1.2712149E-4
			8)	teg	1021	208	1.2241329E-4
		2)	to	0	0	0.0
			1)	to_	22	6554	0.0038571954
			2)	tos	117	1893	0.0011140786
			3)	tor	245	1057	6.220713E-4
			4)	tod	271	967	5.6910404E-4
			5)	tom	645	404	2.3776427E-4
			6)	tou	766	319	1.877396E-4
		3)	ta	0	0	0.0
			1)	ta_	59	3411	0.0020074602
			2)	tar	102	2168	0.0012759231
			3)	tam	122	1856	0.0010923032
			4)	tad	159	1561	9.1868814E-4
			5)	tan	194	1303	7.668486E-4
			6)	tas	216	1196	7.038764E-4
			7)	tal	366	743	4.3727437E-4
			8)	taç	372	730	4.2962356E-4
			9)	tai	837	281	1.6537563E-4
			10)	tat	874	264	1.5537071E-4
			11)	tab	1032	204	1.2005918E-4
		4)	tr	0	0	0.0
			1)	tra	74	2999	0.0017649877
			2)	tro	229	1143	6.726845E-4
			3)	tre	370	731	4.3021207E-4
			4)	tri	425	625	3.6782838E-4
			5)	tru	596	439	2.5836265E-4
		5)	ti	0	0	0.0
			1)	tiv	82	2760	0.0016243301
			2)	tic	143	1720	0.0010122637
			3)	tid	426	624	3.6723985E-4
			4)	tit	486	560	3.2957422E-4
			5)	tin	503	545	3.2074633E-4
			6)	tir	505	543	3.1956928E-4
			7)	tim	539	502	2.9543976E-4
			8)	til	786	309	1.8185435E-4
			9)	tig	873	264	1.5537071E-4
		6)	tu	0	0	0.0
			1)	tur	263	992	5.838172E-4
			2)	tua	409	648	3.8136446E-4
			3)	tud	590	444	2.6130528E-4
			4)	tui	719	352	2.0716095E-4
		7)	tã	0	0	0.0
			1)	tão	300	890	5.2378763E-4
		8)	tó	0	0	0.0
			1)	tór	348	775	4.561072E-4
		9)	tá	0	0	0.0
			1)	tár	662	394	2.31879E-4
			2)	tá_	718	352	2.0716095E-4
		10)	té	0	0	0.0
			1)	tér	811	292	1.7184942E-4
			2)	té_	1024	207	1.21824756E-4
		11)	tâ	0	0	0.0
			1)	tân	909	249	1.4654282E-4
	11)	m	0	0	0.0
		1)	me	0	0	0.0
			1)	men	19	6702	0.0039442973
			2)	me_	352	770	4.5316457E-4
			3)	mer	445	604	3.5546935E-4
			4)	mes	452	595	3.501726E-4
			5)	mei	546	495	2.913201E-4
			6)	med	663	393	2.3129048E-4
			7)	mel	752	328	1.9303634E-4
			8)	meu	808	294	1.7302646E-4
		2)	ma	0	0	0.0
			1)	ma_	39	4546	0.0026754364
			2)	mas	120	1869	0.001099954
			3)	mai	169	1492	8.780799E-4
			4)	man	401	661	3.890153E-4
			5)	mar	528	512	3.01325E-4
			6)	mat	737	339	1.995101E-4
			7)	maç	828	285	1.6772974E-4
			8)	mad	943	236	1.3889199E-4
		3)	mo	0	0	0.0
			1)	mos	58	3474	0.0020445373
			2)	mo_	114	1930	0.001135854
			3)	mod	696	368	2.1657735E-4
			4)	mon	807	294	1.7302646E-4
		4)	mp	0	0	0.0
			1)	mpr	258	1005	5.91468E-4
			2)	mpo	259	1002	5.8970245E-4
			3)	mpl	451	595	3.501726E-4
			4)	mpe	638	407	2.3952984E-4
		5)	mb	0	0	0.0
			1)	mbé	291	908	5.343811E-4
			2)	mbi	535	507	2.9838237E-4
		6)	mi	0	0	0.0
			1)	min	315	851	5.008351E-4
			2)	mit	527	514	3.0250207E-4
			3)	mis	726	349	2.0539536E-4
			4)	mic	736	339	1.995101E-4
			5)	mil	974	223	1.3124116E-4
		7)	mu	0	0	0.0
			1)	mui	330	804	4.731744E-4
			2)	mun	393	677	3.984317E-4
			3)	mul	929	242	1.4242315E-4
		8)	mí	0	0	0.0
			1)	mín	1016	210	1.2359033E-4
	12)	c	0	0	0.0
		1)	co	0	0	0.0
			1)	con	29	6158	0.0036241394
			2)	com	36	5027	0.0029585173
			3)	cor	231	1135	6.6797633E-4
			4)	co_	256	1017	5.9853034E-4
			5)	col	353	770	4.5316457E-4
			6)	cos	502	546	3.2133487E-4
			7)	coo	1029	206	1.2123623E-4
		2)	ci	0	0	0.0
			1)	cia	62	3358	0.0019762684
			2)	cio	197	1285	7.562551E-4
			3)	cid	333	800	4.7082032E-4
