Portuguese	3	121193861	3872
			18)	onr	2492	1682	9.941144E-6
			19)	onq	2738	1136	6.7141136E-6
			20)	onn	2822	993	5.8689393E-6
			21)	on_	2907	870	5.1419706E-6
			22)	onâ	3316	461	2.7246535E-6
			23)	onz	3680	266	1.5721428E-6
		4)	om	0	0	0.0
			1)	om_	106	205937	0.0012171518
			2)	omo	151	159218	9.4102795E-4
			3)	ome	262	96494	5.703096E-4
			4)	omp	327	81286	4.8042557E-4
			5)	omu	505	52822	3.1219446E-4
			6)	omi	644	40736	2.4076244E-4
			7)	oma	945	24211	1.4309454E-4
			8)	omí	1147	17578	1.0389145E-4
			9)	omb	1191	16049	9.4854586E-5
			10)	omé	1530	8967	5.2997762E-5
			11)	omó	2288	2363	1.3966066E-5
			12)	omá	2365	2040	1.2057035E-5
		5)	ou	0	0	0.0
			1)	ou_	171	142188	8.403754E-4
			2)	out	440	60055	3.5494374E-4
			3)	ouc	1298	13348	7.889084E-5
			4)	ouv	1317	12972	7.6668555E-5
			5)	ous	1824	5268	3.113552E-5
			6)	our	2312	2229	1.31740835E-5
			7)	oup	2490	1685	9.958874E-6
			8)	oub	2702	1193	7.0510014E-6
			9)	oux	3052	689	4.0722043E-6
			10)	oun	3061	681	4.024922E-6
			11)	oum	3315	461	2.7246535E-6
			12)	oul	3667	269	1.5898737E-6
			13)	ouç	3700	260	1.536681E-6
			14)	ouo	3758	238	1.4066541E-6
		6)	ob	0	0	0.0
			1)	obr	190	130533	7.714907E-4
			2)	obj	749	33201	1.9622824E-4
			3)	obl	790	30903	1.8264636E-4
			4)	obs	1210	15465	9.1402966E-5
			5)	oba	1358	12012	7.099466E-5
			6)	obt	1578	8174	4.8310885E-5
			7)	ob_	1736	6196	3.6620288E-5
			8)	obi	1871	4884	2.8865961E-5
			9)	obe	1888	4723	2.79144E-5
			10)	obv	2009	3802	2.2471004E-5
			11)	obo	3271	488	2.884232E-6
			12)	obb	3633	283	1.672618E-6
		7)	od	0	0	0.0
			1)	ode	225	110769	6.5467926E-4
			2)	odo	260	97295	5.750437E-4
			3)	odu	620	41825	2.4719877E-4
			4)	oda	670	38225	2.2592166E-4
			5)	odi	1586	8069	4.76903E-5
			6)	odã	3425	392	2.316842E-6
			7)	odí	3552	323	1.9090305E-6
			8)	odk	3841	209	1.235255E-6
		8)	op	0	0	0.0
			1)	opo	317	83366	4.92719E-4
			2)	ope	325	81485	4.8160172E-4
			3)	opt	1180	16556	9.7851116E-5
			4)	opi	1232	14891	8.801045E-5
			5)	opu	1331	12605	7.4499476E-5
			6)	opç	1643	7215	4.2642896E-5
			7)	opr	1761	5925	3.5018595E-5
			8)	opõ	1931	4399	2.599946E-5
			9)	opó	2065	3464	2.0473319E-5
			10)	opa	2168	2850	1.6844388E-5
			11)	opô	2666	1281	7.5711087E-6
			12)	opí	3747	242	1.4302954E-6
		9)	ol	0	0	0.0
			1)	olí	340	78643	4.6480462E-4
			2)	olv	463	58307	3.4461252E-4
			3)	olu	563	46449	2.7452805E-4
			4)	olo	692	36823	2.1763539E-4
			5)	ola	798	30426	1.7982713E-4
			6)	ole	877	26883	1.588869E-4
			7)	oli	985	22566	1.3337209E-4
			8)	olh	1174	16636	9.832394E-5
			9)	olt	1612	7680	4.5391193E-5
			10)	oló	1741	6095	3.6023346E-5
			11)	ol_	1832	5209	3.078681E-5
			12)	olê	1850	5091	3.0089395E-5
			13)	old	2316	2206	1.3038147E-5
			14)	ols	2587	1438	8.499028E-6
			15)	olé	3168	575	3.398429E-6
			16)	olp	3199	545	3.2211196E-6
			17)	olm	3218	529	3.1265547E-6
			18)	olá	3373	421	2.488241E-6
		10)	oc	0	0	0.0
			1)	oci	415	63913	3.7774572E-4
			2)	oce	629	41470	2.4510061E-4
			3)	oca	658	39573	2.3388876E-4
			4)	ocu	681	37565	2.2202084E-4
			5)	ocr	954	23758	1.4041718E-4
			6)	oco	1462	9988	5.903219E-5
			7)	ocí	2893	887	5.242446E-6
			8)	ocl	2963	798	4.7164285E-6
			9)	och	3211	533	3.1501959E-6
			10)	ocê	3395	409	2.4173173E-6
			11)	ocá	3480	355	2.0981606E-6
			12)	oct	3602	297	1.7553625E-6
		11)	oi	0	0	0.0
			1)	ois	501	53304	3.1504323E-4
			2)	oi_	555	47477	2.8060385E-4
			3)	oio	989	22460	1.327456E-4
			4)	oia	1189	16161	9.551654E-5
			5)	oib	1857	5020	2.9669764E-5
			6)	oit	1972	4002	2.3653065E-5
			7)	oie	2534	1550	9.160983E-6
			8)	oin	2748	1117	6.601818E-6
			9)	oiá	3092	644	3.8062406E-6
			10)	oim	3615	289	1.7080799E-6
			11)	oic	3817	217	1.2825376E-6
		12)	ov	0	0	0.0
			1)	ova	537	49231	2.9097055E-4
			2)	ovo	679	37607	2.2226908E-4
			3)	ove	698	36564	2.1610463E-4
			4)	ovi	1292	13394	7.916271E-5
			5)	ová	2026	3672	2.1702663E-5
			6)	ové	3076	664	3.924447E-6
			7)	oví	3445	381	2.2518286E-6
			8)	ovê	3581	305	1.802645E-6
		13)	ot	0	0	0.0
			1)	ota	550	48048	2.8397865E-4
			2)	ote	693	36809	2.1755265E-4
			3)	oto	1382	11306	6.682198E-5
			4)	oti	1414	10894	6.438693E-5
			5)	otá	2206	2646	1.5638683E-5
			6)	otu	2540	1532	9.054597E-6
			7)	otí	2553	1504	8.889108E-6
			8)	otê	2622	1362	8.049844E-6
			9)	oté	3759	238	1.4066541E-6
			10)	otr	3790	229	1.3534612E-6
			11)	otó	3810	220	1.3002685E-6
		14)	oj	0	0	0.0
			1)	oje	671	38177	2.2563795E-4
			2)	oja	2933	832	4.917379E-6
		15)	og	0	0	0.0
			1)	ogr	710	35800	2.1158914E-4
			2)	ogo	1262	14044	8.3004416E-5
			3)	ogi	1548	8697	5.1401978E-5
			4)	oga	1579	8133	4.8068563E-5
			5)	oge	2971	780	4.6100427E-6
			6)	ogé	3203	541	3.1974785E-6
			7)	ogí	3407	402	2.375945E-6
			8)	ogu	3545	326	1.9267616E-6
			9)	ogm	3570	311	1.8381069E-6
			10)	ogá	3599	298	1.7612728E-6
		16)	oa	0	0	0.0
			1)	oas	853	28091	1.6602656E-4
			2)	oa_	1475	9710	5.7389123E-5
			3)	oal	1689	6745	3.9865048E-5
			4)	oad	2418	1893	1.1188219E-5
			5)	oai	2653	1303	7.7011355E-6
			6)	oam	2785	1055	6.2353784E-6
			7)	oar	2958	808	4.7755316E-6
			8)	oac	2974	776	4.5864017E-6
			9)	oan	3594	299	1.7671831E-6
			10)	oat	3603	297	1.7553625E-6
			11)	oaç	3722	251	1.4834882E-6
			12)	oav	3752	241	1.424385E-6
		17)	oo	0	0	0.0
			1)	oop	1126	18192	1.0752038E-4
			2)	oor	1749	6017	3.556234E-5
			3)	oo_	2371	2029	1.1992021E-5
			4)	oos	2585	1439	8.504938E-6
			5)	ool	2616	1375	8.126678E-6
		18)	of	0	0	0.0
			1)	ofe	1352	12185	7.2017145E-5
			2)	ofi	1523	9069	5.3600612E-5
			3)	ofu	1665	6989	4.1307165E-5
			4)	ofr	1877	4835	2.8576354E-5
			5)	ofo	2834	971	5.7389125E-6
			6)	oft	3608	293	1.7317212E-6
			7)	of_	3663	270	1.595784E-6
			8)	ofí	3754	240	1.4184748E-6
			9)	ofa	3848	206	1.2175242E-6
		19)	oç	0	0	0.0
			1)	oçã	1783	5697	3.3671044E-5
			2)	oço	3238	509	3.0083484E-6
			3)	oça	3576	307	1.8144656E-6
			4)	oçõ	3605	295	1.7435418E-6
		20)	oe	0	0	0.0
			1)	oen	1835	5174	3.057995E-5
			2)	oes	1864	4934	2.9161476E-5
			3)	oer	1944	4279	2.5290223E-5
			4)	oed	2405	1925	1.1377349E-5
			5)	oec	2670	1271	7.5120056E-6
			6)	oex	3082	657	3.8830744E-6
			7)	oem	3125	614	3.6289312E-6
			8)	oei	3493	350	2.0686089E-6
		21)	oq	0	0	0.0
			1)	oqu	1886	4737	2.7997145E-5
		22)	ox	0	0	0.0
			1)	oxi	1957	4137	2.4450957E-5
			2)	oxa	3429	389	2.2991112E-6
			3)	oxo	3782	230	1.3593716E-6
		23)	oz	0	0	0.0
			1)	oz_	2297	2310	1.3652819E-5
			2)	ozi	2319	2201	1.30085955E-5
			3)	oze	2679	1247	7.370158E-6
			4)	oza	2896	881	5.2069845E-6
			5)	ozo	3696	262	1.5485016E-6
		24)	oá	0	0	0.0
			1)	oáv	2448	1796	1.0614919E-5
		25)	o”	0	0	0.0
			1)	o”_	2613	1379	8.150319E-6
		26)	oí	0	0	0.0
			1)	oíb	3215	531	3.1383754E-6
			2)	oís	3450	378	2.2340978E-6
		27)	o 	0	0	0.0
			1)	o _	3657	274	1.6194253E-6
		28)	oó	0	0	0.0
			1)	oól	3685	264	1.5603222E-6
	2)	_	0	0	0.0
		1)	_d	0	0	0.0
			1)	_de	2	1866298	0.011030402
			2)	_do	24	635508	0.00375605
			3)	_da	27	614200	0.0036301133
			4)	_di	65	318511	0.0018824992
			5)	_du	803	30353	1.7939568E-4
			6)	_dú	1629	7431	4.3919525E-5
			7)	_dé	1952	4200	2.4823308E-5
			8)	_dr	1962	4106	2.4267738E-5
			9)	_dá	2125	3070	1.8144656E-5
			10)	_dê	2408	1921	1.1353708E-5
			11)	_dí	2523	1580	9.338292E-6
			12)	_dó	2715	1170	6.915064E-6
			13)	_dã	2793	1047	6.188096E-6
		2)	_q	0	0	0.0
			1)	_qu	6	1139132	0.006732625
		3)	_a	0	0	0.0
			1)	_a_	7	1131711	0.0066887643
			2)	_as	59	334806	0.0019788076
			3)	_ao	113	192934	0.0011403
			4)	_ap	116	191857	0.0011339346
			5)	_ac	117	188891	0.0011164047
			6)	_al	133	170680	0.001008772
			7)	_an	252	102402	6.052277E-4
			8)	_at	324	81876	4.8391265E-4
			9)	_ag	359	74675	4.413525E-4
			10)	_ad	408	65429	3.8670577E-4
			11)	_ab	478	56614	3.3460636E-4
			12)	_au	507	52722	3.1160342E-4
			13)	_am	523	50604	2.990854E-4
			14)	_aq	667	38520	2.276652E-4
			15)	_ai	733	33995	2.0092103E-4
			16)	_ar	779	31387	1.8550694E-4
			17)	_af	814	29997	1.7729161E-4
			18)	_av	935	24737	1.4620337E-4
			19)	_aj	979	22737	1.3438275E-4
			20)	_aé	1961	4114	2.431502E-5
			21)	_aí	2230	2528	1.4941267E-5
			22)	_ae	2289	2357	1.3930604E-5
			23)	_aç	2403	1935	1.1436452E-5
			24)	_az	2796	1041	6.152634E-6
		4)	_c	0	0	0.0
			1)	_co	8	1125456	0.0066517955
			2)	_ca	159	151298	8.942183E-4
			3)	_cr	286	88345	5.2214647E-4
			4)	_ci	405	65798	3.8888666E-4
			5)	_cu	515	51611	3.0503707E-4
			6)	_ce	567	46001	2.7188024E-4
			7)	_cl	642	40854	2.4145986E-4
			8)	_ch	747	33210	1.9628144E-4
			9)	_cé	2294	2328	1.3759205E-5
			10)	_cí	2481	1713	1.0124363E-5
			11)	_có	2505	1654	9.775655E-6
			12)	_câ	2744	1129	6.6727416E-6
			13)	_cá	2758	1101	6.5072527E-6
			14)	_cú	3452	373	2.204546E-6
			15)	_cs	3676	267	1.5780531E-6
			16)	_cã	3750	242	1.4302954E-6
		5)	_s	0	0	0.0
			1)	_se	15	753109	0.0044511086
			2)	_so	115	192443	0.0011373981
			3)	_su	137	168325	9.948532E-4
			4)	_si	196	124983	7.3868845E-4
			5)	_sa	360	74434	4.3992812E-4
			6)	_sã	488	55532	3.282114E-4
			7)	_só	917	25471	1.5054154E-4
			8)	_sé	1385	11255	6.652055E-5
			9)	_sí	2361	2055	1.214569E-5
			10)	_st	3256	500	2.9551557E-6
			11)	_sv	3463	365	2.1572637E-6
			12)	_sê	3514	340	2.0095058E-6
			13)	_sá	3539	329	1.9444924E-6
			14)	_sk	3631	284	1.6785284E-6
			15)	_sl	3826	214	1.2648067E-6
		6)	_e	0	0	0.0
			1)	_e_	18	701206	0.004144346
			2)	_es	32	567183	0.003352228
			3)	_em	45	407217	0.0024067792
			4)	_en	111	194865	0.0011517128
			5)	_ex	124	181611	0.0010733776
			6)	_eu	321	82793	4.893324E-4
			7)	_el	387	68607	4.0548874E-4
			8)	_ef	616	42156	2.491551E-4
			9)	_ec	714	35195	2.080134E-4
			10)	_ev	872	27071	1.5999803E-4
			11)	_er	1166	17033	1.0067033E-4
			12)	_eq	1273	13799	8.155638E-5
			13)	_ed	1635	7380	4.3618096E-5
			14)	_et	2039	3606	2.1312582E-5
			15)	_ei	2327	2169	1.2819465E-5
			16)	_ep	2817	999	5.904401E-6
			17)	_eg	3181	563	3.3275053E-6
			18)	_eo	3653	277	1.6371563E-6
		7)	_r	0	0	0.0
			1)	_re	19	699267	0.0041328855
			2)	_ra	631	41376	2.4454505E-4
			3)	_ri	1083	19398	1.1464822E-4
			4)	_ru	1452	10120	5.981235E-5
			5)	_ro	1499	9362	5.5332333E-5
			6)	_rá	1930	4403	2.60231E-5
			7)	_ró	3080	663	3.9185365E-6
			8)	_rí	3122	616	3.6407519E-6
		8)	_o	0	0	0.0
			1)	_o_	22	646488	0.0038209453
			2)	_os	74	302853	0.0017899555
			3)	_ou	205	121145	7.1600464E-4
			4)	_ob	343	77942	4.6066148E-4
			5)	_or	378	70123	4.1444876E-4
			6)	_op	540	48962	2.8938067E-4
			7)	_on	1202	15646	9.247273E-5
			8)	_oc	1250	14234	8.412737E-5
			9)	_of	1479	9670	5.715271E-5
			10)	_ol	1919	4492	2.6549118E-5
			11)	_oi	2559	1489	8.8004535E-6
			12)	_om	3056	685	4.0485634E-6
			13)	_ov	3110	626	3.699855E-6
			14)	_oz	3771	235	1.3889231E-6
		9)	_p	0	0	0.0
			1)	_pr	26	619677	0.003662484
			2)	_po	29	597230	0.0035298152
			3)	_pa	31	577637	0.0034140146
			4)	_pe	56	353859	0.0020914169
			5)	_pl	901	25980	1.5354989E-4
			6)	_pú	1096	19089	1.1282193E-4
			7)	_pu	1333	12591	7.441673E-5
			8)	_pi	1696	6668	3.9409955E-5
			9)	_pô	1710	6540	3.8653438E-5
			10)	_põ	2629	1342	7.931638E-6
			11)	_pá	2700	1199	7.0864635E-6
			12)	_pó	2718	1166	6.891423E-6
			13)	_pé	2730	1151	6.8027684E-6
			14)	_ps	3009	749	4.426823E-6
			15)	_pâ	3761	237	1.4007438E-6
			16)	_pn	3781	231	1.365282E-6
		10)	_u	0	0	0.0
			1)	_um	36	502546	0.0029702033
			2)	_ut	992	22396	1.3236734E-4
			3)	_un	1140	17827	1.0536312E-4
			4)	_us	1600	7925	4.6839217E-5
			5)	_ur	1630	7408	4.3783588E-5
			6)	_ul	1914	4519	2.6708696E-5
			7)	_uc	3406	403	2.3818554E-6
		11)	_n	0	0	0.0
			1)	_no	37	467083	0.002760606
			2)	_na	89	250334	0.0014795519
			3)	_nã	92	249225	0.0014729974
			4)	_ne	143	165053	9.755146E-4
			5)	_nu	587	44250	2.6153127E-4
			6)	_ní	886	26479	1.5649914E-4
			7)	_nó	991	22420	1.3250919E-4
			8)	_nú	1300	13327	7.8766716E-5
			9)	_n_	1691	6728	3.9764574E-5
			10)	_ni	1840	5133	3.0337627E-5
			11)	_ns	3159	584	3.4516218E-6
			12)	_nl	3249	504	2.9787968E-6
		12)	_i	0	0	0.0
			1)	_in	53	363867	0.0021505672
			2)	_im	197	124877	7.3806196E-4
			3)	_is	402	66188	3.911917E-4
			4)	_ir	862	27621	1.6324871E-4
			5)	_ig	902	25947	1.5335485E-4
			6)	_id	1069	19912	1.1768612E-4
			7)	_il	1562	8493	5.0196275E-5
			8)	_it	2117	3135	1.8528826E-5
			9)	_ia	3427	390	2.3050213E-6
			10)	_i_	3515	340	2.0095058E-6
		13)	_m	0	0	0.0
			1)	_ma	64	321770	0.0019017609
			2)	_me	85	258512	0.0015278864
			3)	_mu	181	135928	8.033768E-4
			4)	_mo	281	91818	5.42673E-4
			5)	_mi	377	70188	4.1483293E-4
			6)	_mé	1374	11654	6.887877E-5
			7)	_má	1754	5975	3.531411E-5
			8)	_mí	1894	4688	2.770754E-5
			9)	_mã	1950	4206	2.485877E-5
			10)	_mú	2144	2973	1.7571356E-5
			11)	_mê	2204	2655	1.5691876E-5
			12)	_mó	3176	570	3.3688775E-6
		14)	_t	0	0	0.0
			1)	_te	70	309371	0.0018284789
			2)	_tr	128	175501	0.0010372655
			3)	_to	150	159735	9.4408356E-4
			4)	_ta	163	147177	8.6986186E-4
			5)	_ti	752	33092	1.9558403E-4
			6)	_tê	977	22894	1.3531066E-4
			7)	_tu	1100	19004	1.12319554E-4
			8)	_tã	1349	12235	7.231266E-5
			9)	_té	1808	5457	3.225257E-5
			10)	_tí	2020	3726	2.202182E-5
			11)	_tó	2668	1278	7.553378E-6
			12)	_tú	3280	485	2.866501E-6
			13)	_tá	3335	452	2.6714606E-6
			14)	_th	3423	393	2.3227524E-6
		15)	_é	0	0	0.0
			1)	_é_	91	250070	0.0014779916
			2)	_ét	2233	2523	1.4911716E-5
			3)	_ép	3013	746	4.409092E-6
			4)	_ég	3820	217	1.2825376E-6
		16)	_f	0	0	0.0
			1)	_fo	132	170746	0.001009162
			2)	_fa	136	168769	9.974773E-4
			3)	_fi	256	99353	5.8720715E-4
			4)	_fu	380	69976	4.1357995E-4
			5)	_fr	695	36692	2.1686114E-4
			6)	_fe	712	35583	2.103066E-4
			7)	_fl	1491	9557	5.6484845E-5
			8)	_fá	1980	3958	2.3393011E-5
			9)	_fó	2417	1895	1.120004E-5
			10)	_fé	2689	1220	7.21058E-6
			11)	_fí	2769	1082	6.394957E-6
		17)	_à	0	0	0.0
			1)	_à_	158	151806	8.9722074E-4
			2)	_às	592	43587	2.5761273E-4
			3)	_àq	2397	1945	1.1495556E-5
		18)	_v	0	0	0.0
			1)	_vi	231	109834	6.4915314E-4
			2)	_ve	232	109533	6.4737414E-4
			3)	_vo	422	62138	3.6725492E-4
			4)	_va	609	42566	2.515783E-4
			5)	_vá	1371	11688	6.907972E-5
			6)	_ví	1747	6052	3.5769204E-5
			7)	_vã	1860	5008	2.959884E-5
			8)	_vê	2246	2470	1.4598469E-5
			9)	_vu	2529	1555	9.190534E-6
			10)	_vó	2683	1231	7.2755934E-6
			11)	_vé	3321	459	2.7128328E-6
			12)	_v_	3598	299	1.7671831E-6
		19)	_g	0	0	0.0
			1)	_gr	382	69354	4.0990373E-4
			2)	_go	460	58906	3.481528E-4
			3)	_ge	705	36217	2.1405374E-4
			4)	_ga	836	28888	1.7073707E-4
			5)	_gl	1383	11305	6.681607E-5
			6)	_gu	1610	7746	4.578127E-5
			7)	_gé	2217	2609	1.5420002E-5
			8)	_gá	2577	1463	8.646785E-6
			9)	_gi	3002	753	4.4504645E-6
		20)	_l	0	0	0.0
			1)	_li	390	67785	4.0063047E-4
			2)	_le	395	67290	3.9770486E-4
			3)	_lu	584	44602	2.636117E-4
			4)	_la	755	32713	1.93344E-4
			5)	_lo	808	30214	1.7857415E-4
			6)	_lh	1324	12794	7.5616525E-5
			7)	_lí	1730	6310	3.7294063E-5
			8)	_lá	2421	1889	1.1164578E-5
			9)	_ló	2425	1880	1.1111385E-5
			10)	_lê	3749	242	1.4302954E-6
		21)	_b	0	0	0.0
			1)	_ba	553	47840	2.827493E-4
			2)	_be	571	45765	2.7048538E-4
			3)	_bo	950	24004	1.4187112E-4
			4)	_br	1286	13552	8.009654E-5
			5)	_bi	1555	8553	5.0550894E-5
			6)	_bu	1973	3998	2.3629425E-5
			7)	_bá	2264	2408	1.423203E-5
			8)	_bl	2345	2106	1.2447115E-5
			9)	_b_	2957	809	4.781442E-6
			10)	_bú	3535	330	1.9504027E-6
		22)	_h	0	0	0.0
			1)	_ho	583	44762	2.6455737E-4
			2)	_há	643	40819	2.41253E-4
			3)	_hu	909	25757	1.5223189E-4
			4)	_ha	929	25032	1.479469E-4
			5)	_hi	1450	10133	5.9889186E-5
			6)	_he	1981	3947	2.3327999E-5
			7)	_hú	3035	711	4.202231E-6
			8)	_hí	3516	340	2.0095058E-6
		23)	_j	0	0	0.0
			1)	_ju	588	44006	2.6008915E-4
			2)	_já	638	41075	2.4276604E-4
			3)	_jo	1441	10311	6.094122E-5
			4)	_ja	2565	1478	8.73544E-6
		24)	_ 	0	0	0.0
			1)	_  	773	31603	1.8678357E-4
		25)	_ú	0	0	0.0
			1)	_úl	1003	22067	1.3042284E-4
			2)	_ún	1375	11650	6.885513E-5
			3)	_út	2104	3203	1.8930727E-5
		26)	_á	0	0	0.0
			1)	_ár	1356	12037	7.1142415E-5
			2)	_ág	1766	5883	3.477036E-5
			3)	_ál	2707	1182	6.985988E-6
		27)	_â	0	0	0.0
			1)	_âm	1372	11687	6.907381E-5
			2)	_ân	3651	278	1.6430665E-6
		28)	_z	0	0	0.0
			1)	_zo	1619	7552	4.463467E-5
			2)	_ze	2487	1688	9.976606E-6
			3)	_zu	3823	215	1.2707169E-6
		29)	_ê	0	0	0.0
			1)	_êx	1885	4748	2.8062159E-5
			2)	_ên	2741	1135	6.7082033E-6
		30)	_ó	0	0	0.0
			1)	_ób	2121	3106	1.8357427E-5
			2)	_ór	2209	2642	1.5615042E-5
			3)	_óp	2646	1314	7.766149E-6
			4)	_ód	3262	495	2.9256041E-6
			5)	_ón	3548	325	1.9208512E-6
			6)	_ól	3793	228	1.347551E-6
		31)	_í	0	0	0.0
			1)	_ín	2726	1156	6.8323197E-6
			2)	_ím	3675	267	1.5780531E-6
		32)	_x	0	0	0.0
			1)	_xe	2917	853	5.0414956E-6
		33)	_w	0	0	0.0
			1)	_we	3850	206	1.2175242E-6
	3)	d	0	0	0.0
		1)	de	0	0	0.0
			1)	de_	3	1555280	0.009192189
			2)	des	71	307739	0.0018188333
			3)	der	193	126863	7.4979983E-4
			4)	dev	238	107365	6.345606E-4
			5)	dem	276	92791	5.484237E-4
			6)	dep	299	85743	5.067678E-4
			7)	dec	396	67098	3.9657007E-4
			8)	den	419	62342	3.6846063E-4
			9)	dei	674	37977	2.244559E-4
			10)	deb	709	35943	2.1243432E-4
			11)	def	738	33614	1.9866921E-4
			12)	det	1076	19725	1.1658089E-4
			13)	del	1124	18234	1.0776862E-4
			14)	deq	1451	10125	5.9841903E-5
			15)	deu	1713	6499	3.841111E-5
			16)	dez	1727	6389	3.776098E-5
			17)	deç	2015	3757	2.220504E-5
			18)	ded	2029	3667	2.1673111E-5
			19)	dea	2207	2644	1.5626863E-5
			20)	deo	2274	2387	1.4107914E-5
			21)	deg	2632	1339	7.913907E-6
		2)	do	0	0	0.0
			1)	do_	11	944424	0.00558184
			2)	dos	39	449799	0.0026584521
			3)	dor	453	59242	3.5013867E-4
			4)	dom	1039	20704	1.2236708E-4
			5)	dop	1134	18001	1.0639151E-4
			6)	doi	1261	14049	8.303396E-5
			7)	doc	1594	7968	4.709336E-5
			8)	dou	1793	5613	3.3174576E-5
			9)	doe	1820	5299	3.131874E-5
			10)	dot	1921	4464	2.638363E-5
			11)	don	2040	3596	2.125348E-5
			12)	dol	2238	2503	1.4793509E-5
			13)	dov	2360	2058	1.216342E-5
			14)	doa	2366	2037	1.2039304E-5
			15)	doo	2673	1262	7.458813E-6
			16)	doz	3126	614	3.6289312E-6
			17)	dox	3186	558	3.2979538E-6
			18)	do 	3189	556	3.286133E-6
			19)	dob	3278	485	2.866501E-6
			20)	dog	3547	325	1.9208512E-6
			21)	doq	3804	225	1.3298201E-6
		3)	da	0	0	0.0
			1)	da_	17	723911	0.004278539
			2)	dad	61	327615	0.0019363066
			3)	das	76	285605	0.0016880145
			4)	dam	496	54014	3.1923957E-4
			5)	dar	516	51290	3.0313988E-4
			6)	dat	1267	13975	8.25966E-5
			7)	dan	1366	11890	7.02736E-5
			8)	dag	1536	8879	5.2477655E-5
			9)	daç	1624	7503	4.4345066E-5
			10)	daq	1802	5493	3.246534E-5
			11)	dav	1889	4722	2.790849E-5
			12)	dap	2096	3243	1.9167139E-5
			13)	daí	2129	3032	1.7920063E-5
			14)	dal	2256	2433	1.4379788E-5
			15)	dac	2815	1001	5.9162217E-6
			16)	daf	3179	568	3.3570568E-6
			17)	dai	3491	351	2.0745192E-6
			18)	da 	3660	272	1.6076046E-6
		4)	di	0	0	0.0
			1)	dir	247	103712	6.129702E-4
			2)	dis	292	87077	5.146522E-4
			3)	did	439	60064	3.5499694E-4
			4)	dia	526	50338	2.9751324E-4
			5)	dic	627	41534	2.4547888E-4
			6)	diz	663	38924	2.3005296E-4
			7)	dif	664	38682	2.2862267E-4
			8)	div	1034	20965	1.2390967E-4
			9)	diç	1064	20046	1.184781E-4
			10)	dim	1073	19822	1.1715419E-4
			11)	dit	1163	17102	1.0107814E-4
			12)	din	1369	11791	6.968848E-5
			13)	dio	1398	11095	6.55749E-5
			14)	dig	1427	10557	6.239516E-5
			15)	diá	1544	8757	5.1756597E-5
			16)	diu	2184	2765	1.634201E-5
			17)	dip	2419	1893	1.1188219E-5
			18)	dil	2429	1876	1.1087744E-5
			19)	dib	2439	1828	1.0804049E-5
			20)	di_	2562	1483	8.764991E-6
			21)	die	2926	840	4.9646615E-6
			22)	diq	3207	538	3.1797474E-6
			23)	dió	3418	396	2.3404832E-6
			24)	diã	3456	372	2.198636E-6
			25)	diê	3777	232	1.3711922E-6
		5)	dã	0	0	0.0
			1)	dão	827	29263	1.7295344E-4
		6)	du	0	0	0.0
			1)	duz	830	29178	1.7245107E-4
