Finnish	4	108527749	13695
				2)	_ehk	2381	9221	5.8640642E-5
				3)	_eht	5707	2096	1.3329442E-5
			6)	_eu	0	0	0.0
				1)	_eur	393	55120	3.505338E-4
				2)	_eun	4578	3215	2.0445685E-5
				3)	_eu_	6790	1420	9.030443E-6
				4)	_eus	12457	273	1.7361343E-6
				5)	_eul	12668	257	1.6343829E-6
			7)	_ed	0	0	0.0
				1)	_ede	566	43243	2.750024E-4
				2)	_edi	867	29175	1.8553744E-4
				3)	_edu	1238	21400	1.3609258E-4
			8)	_en	0	0	0.0
				1)	_ens	634	38776	2.465947E-4
				2)	_ene	776	32612	2.0739493E-4
				3)	_enn	947	27106	1.723797E-4
				4)	_en_	1598	16053	1.0208852E-4
				5)	_ent	2153	10772	6.8504174E-5
				6)	_enä	2763	7594	4.829379E-5
				7)	_eni	4156	3796	2.4140536E-5
				8)	_enk	6251	1720	1.0938283E-5
				9)	_eng	8232	893	5.6790036E-6
			9)	_ep	0	0	0.0
				1)	_epä	935	27394	1.7421122E-4
				2)	_epi	11041	393	2.4992703E-6
			10)	_el	0	0	0.0
				1)	_eli	1079	24159	1.5363835E-4
				2)	_elä	1370	19328	1.2291576E-4
				3)	_ell	4839	2898	1.8429733E-5
				4)	_elo	5294	2433	1.5472582E-5
				5)	_ele	6892	1370	8.712469E-6
				6)	_elv	7419	1168	7.427857E-6
				7)	_el_	9811	552	3.5104256E-6
				8)	_elp	10179	495	3.147936E-6
				9)	_ela	12161	293	1.8633237E-6
			11)	_em	0	0	0.0
				1)	_emm	1159	22718	1.4447437E-4
			12)	_ek	0	0	0.0
				1)	_eko	6471	1587	1.00924735E-5
				2)	_eks	12639	260	1.6534613E-6
			13)	_ee	0	0	0.0
				1)	_eet	7812	1023	6.5057343E-6
				2)	_een	12615	262	1.6661802E-6
			14)	_ev	0	0	0.0
				1)	_evä	9269	652	4.1463722E-6
		4)	_t	0	0	0.0
			1)	_to	0	0	0.0
				1)	_toi	27	213199	0.0013558319
				2)	_tod	431	52200	3.3196417E-4
				3)	_tot	526	45512	2.8943204E-4
				4)	_tor	1644	15519	9.869256E-5
				5)	_tos	2577	8333	5.2993433E-5
				6)	_tou	5828	2002	1.2731652E-5
				7)	_tok	6243	1724	1.096372E-5
				8)	_ton	6887	1371	8.718829E-6
			2)	_ta	0	0	0.0
				1)	_tar	67	143812	9.145676E-4
				2)	_tai	424	52361	3.3298804E-4
				3)	_tav	428	52228	3.3214223E-4
				4)	_tal	445	51256	3.259608E-4
				5)	_tap	495	47719	3.034674E-4
				6)	_tas	871	29084	1.8495873E-4
				7)	_tak	1641	15529	9.875616E-5
				8)	_taa	1896	12882	8.192265E-5
				9)	_tah	2237	10083	6.41225E-5
				10)	_tau	3661	4753	3.0226545E-5
				11)	_tam	5494	2268	1.442327E-5
				12)	_tan	8695	778	4.947665E-6
				13)	_taj	11857	317	2.015951E-6
			3)	_tä	0	0	0.0
				1)	_täm	115	113465	7.2157686E-4
				2)	_täs	382	55939	3.557422E-4
				3)	_täy	388	55447	3.5261334E-4
				4)	_tär	425	52320	3.327273E-4
				5)	_täl	555	44133	2.8066235E-4
				6)	_tät	972	26413	1.679726E-4
				7)	_täh	1189	22157	1.409067E-4
				8)	_tän	1447	18299	1.1637188E-4
				9)	_tää	2431	8994	5.719704E-5
				10)	_tä_	10539	448	2.849041E-6
			4)	_ti	0	0	0.0
				1)	_tie	168	94973	6.039776E-4
				2)	_til	613	40472	2.5738034E-4
				3)	_tiu	3333	5622	3.575292E-5
				4)	_tii	3367	5535	3.5199646E-5
				5)	_tin	10629	437	2.7790868E-6
			5)	_te	0	0	0.0
				1)	_teh	193	85675	5.448473E-4
				2)	_tek	434	51921	3.3018985E-4
				3)	_ter	930	27482	1.7477086E-4
				4)	_tei	1047	24865	1.5812814E-4
				5)	_teo	2289	9745	6.1973005E-5
				6)	_tee	3115	6257	3.9791183E-5
				7)	_te_	3730	4584	2.9151795E-5
				8)	_tel	4782	2974	1.8913053E-5
				9)	_tes	6731	1454	9.246664E-6
				10)	_teu	8675	783	4.979462E-6
				11)	_tem	12640	259	1.6471018E-6
			6)	_ty	0	0	0.0
				1)	_työ	249	74322	4.7264827E-4
				2)	_tyy	1914	12715	8.086062E-5
				3)	_tyh	5267	2461	1.5650647E-5
				4)	_tyt	8433	845	5.3737494E-6
				5)	_tyr	8733	770	4.896789E-6
				6)	_typ	9854	545	3.4659092E-6
			7)	_tu	0	0	0.0
				1)	_tul	260	71690	4.5591017E-4
				2)	_tuo	429	52218	3.3207863E-4
				3)	_tur	672	37016	2.3540201E-4
				4)	_tuk	766	32972	2.0968434E-4
				5)	_tut	1102	23633	1.5029327E-4
				6)	_tun	1158	22739	1.4460791E-4
				7)	_tue	1879	13071	8.3124585E-5
				8)	_tuh	2706	7819	4.972467E-5
				9)	_tup	5603	2176	1.3838199E-5
				10)	_tus	6620	1519	9.66003E-6
				11)	_tuu	9401	627	3.9873858E-6
				12)	_tui	9695	571	3.6312554E-6
				13)	_tub	11957	309	1.9650752E-6
			8)	_tr	0	0	0.0
				1)	_tra	4995	2733	1.7380422E-5
				2)	_tro	9968	526	3.3450794E-6
			9)	_tö	0	0	0.0
				1)	_töi	6606	1526	9.704546E-6
				2)	_tör	9093	686	4.362594E-6
			10)	_th	0	0	0.0
				1)	_the	10523	449	2.8554005E-6
			11)	_tš	0	0	0.0
				1)	_tše	12178	292	1.8569642E-6
		5)	_k	0	0	0.0
			1)	_ka	0	0	0.0
				1)	_kan	37	187704	0.0011936973
				2)	_kai	162	97012	6.1694457E-4
				3)	_kau	782	32336	2.056397E-4
				4)	_kat	1155	22838	1.452375E-4
				5)	_kal	1291	20518	1.3048353E-4
				6)	_kas	1528	17100	1.0874688E-4
				7)	_kah	1748	14412	9.165263E-5
				8)	_kak	2007	11944	7.595747E-5
				9)	_kaa	4055	3990	2.5374271E-5
				10)	_kar	4219	3694	2.349187E-5
				11)	_kap	4724	3037	1.93137E-5
				12)	_kam	5537	2238	1.4232486E-5
				13)	_kad	7149	1259	8.006568E-6
				14)	_kav	10306	477	3.0334656E-6
				15)	_kab	13587	205	1.3036906E-6
			2)	_ko	0	0	0.0
				1)	_kom	75	137287	8.730721E-4
				2)	_kos	102	120210	7.644715E-4
				3)	_koh	514	46381	2.9495842E-4
				4)	_kol	559	43521	2.7677036E-4
				5)	_kok	600	41293	2.6260145E-4
				6)	_kor	633	38848	2.4705255E-4
				7)	_kon	1527	17120	1.0887407E-4
				8)	_kou	2036	11677	7.425949E-5
				9)	_kot	2595	8270	5.259279E-5
				10)	_koo	2817	7374	4.6894707E-5
				11)	_kov	3570	4985	3.170194E-5
				12)	_koe	6451	1596	1.0149709E-5
				13)	_koi	6565	1549	9.8508135E-6
				14)	_kod	9274	650	4.1336534E-6
				15)	_kop	11351	362	2.3021269E-6
				16)	_koa	13076	233	1.4817557E-6
			3)	_ku	0	0	0.0
				1)	_kui	138	103366	6.573526E-4
				2)	_kun	294	65560	4.1692663E-4
				3)	_kuu	587	41945	2.667478E-4
				4)	_kut	596	41466	2.6370163E-4
				5)	_kul	721	34634	2.2025376E-4
				6)	_kum	2130	10916	6.941994E-5
				7)	_kuo	2801	7428	4.7238118E-5
				8)	_kus	2999	6587	4.1889805E-5
				9)	_kuv	3022	6518	4.1451003E-5
				10)	_kuk	3272	5773	3.67132E-5
				11)	_kur	5076	2650	1.6852586E-5
				12)	_kud	13227	223	1.418161E-6
			4)	_kä	0	0	0.0
				1)	_käy	173	92385	5.875193E-4
				2)	_käs	519	46267	2.9423344E-4
				3)	_kär	2876	7114	4.5241246E-5
				4)	_kää	4760	3000	1.90784E-5
				5)	_käd	6036	1867	1.1873124E-5
				6)	_käv	6087	1825	1.1606026E-5
				7)	_kät	8743	767	4.877711E-6
			5)	_ke	0	0	0.0
				1)	_kes	179	91080	5.7922024E-4
				2)	_keh	352	57632	3.665088E-4
				3)	_ker	868	29118	1.8517495E-4
				4)	_kei	2755	7644	4.8611764E-5
				5)	_ken	3775	4492	2.8566725E-5
				6)	_kev	5888	1966	1.2502711E-5
				7)	_kem	5943	1927	1.2254692E-5
				8)	_kek	7061	1292	8.216431E-6
				9)	_ket	7461	1152	7.3261053E-6
				10)	_kel	7758	1042	6.6265643E-6
			6)	_ky	0	0	0.0
				1)	_kys	262	71182	4.5267955E-4
				2)	_kyl	3513	5118	3.254775E-5
				3)	_kym	3787	4469	2.8420456E-5
				4)	_kyk	4593	3200	2.0350293E-5
				5)	_kye	7439	1161	7.3833407E-6
				6)	_kyp	7805	1025	6.518453E-6
				7)	_kyn	8773	759	4.8268353E-6
				8)	_kyv	8811	752	4.7823187E-6
				9)	_kyt	9718	568	3.6121771E-6
				10)	_kyy	10958	401	2.550146E-6
			7)	_ki	0	0	0.0
				1)	_kii	409	53361	3.393475E-4
				2)	_kie	1364	19443	1.2364711E-4
				3)	_kil	1564	16537	1.051665E-4
				4)	_kir	1772	14274	9.077503E-5
				5)	_kid	6962	1336	8.496248E-6
				6)	_kiv	8456	840	5.341952E-6
				7)	_kip	8774	759	4.8268353E-6
				8)	_kit	9169	670	4.2608426E-6
				9)	_kiu	10372	468	2.9762305E-6
				10)	_kis	11327	365	2.3212053E-6
				11)	_kim	11604	337	2.1431401E-6
			8)	_kr	0	0	0.0
				1)	_kri	1827	13654	8.683216E-5
				2)	_kre	7645	1078	6.855505E-6
				3)	_kro	11004	397	2.5247082E-6
			9)	_kö	0	0	0.0
				1)	_köy	2576	8334	5.2999796E-5
			10)	_kl	0	0	0.0
				1)	_klo	4005	4080	2.5946623E-5
				2)	_kla	13694	200	1.2718933E-6
			11)	_ks	0	0	0.0
				1)	_ks_	8151	916	5.8252713E-6
			12)	_kv	0	0	0.0
				1)	_kva	10234	485	3.0843412E-6
				2)	_kve	13456	212	1.3482069E-6
		6)	_v	0	0	0.0
			1)	_vo	0	0	0.0
				1)	_voi	55	152224	9.680634E-4
				2)	_von	11721	327	2.0795455E-6
				3)	_vod	13458	211	1.3418475E-6
			2)	_va	0	0	0.0
				1)	_val	90	128918	8.198497E-4
				2)	_vai	127	108858	6.922788E-4
				3)	_vas	180	90251	5.739482E-4
				4)	_var	247	74586	4.743272E-4
				5)	_vaa	305	63710	4.051616E-4
				6)	_vak	818	30852	1.9620227E-4
				7)	_vah	1027	25293	1.6084999E-4
				8)	_vap	1090	23850	1.5167327E-4
				9)	_van	1950	12363	7.8622084E-5
				10)	_vau	4310	3564	2.266514E-5
				11)	_vam	5395	2342	1.4893871E-5
				12)	_vaj	9318	642	4.0827777E-6
			3)	_vu	0	0	0.0
				1)	_vuo	160	98766	6.280991E-4
			4)	_vä	0	0	0.0
				1)	_väl	321	61024	3.8808008E-4
				2)	_väh	823	30711	1.9530558E-4
				3)	_vää	2441	8963	5.69999E-5
				4)	_väi	2958	6736	4.2837368E-5
				5)	_väk	3246	5853	3.722196E-5
				6)	_väe	3426	5326	3.3870518E-5
				7)	_vär	10546	447	2.8426816E-6
				8)	_väs	11098	388	2.467473E-6
			5)	_vi	0	0	0.0
				1)	_vii	418	52811	3.358498E-4
				2)	_vie	537	44964	2.8594706E-4
				3)	_vir	1121	23364	1.4858258E-4
				4)	_vih	2944	6784	4.314262E-5
				5)	_vil	3069	6377	4.0554318E-5
				6)	_vit	9074	690	4.388032E-6
				7)	_vis	9502	606	3.853837E-6
				8)	_via	9789	555	3.529504E-6
				9)	_vik	12146	294	1.8696832E-6
			6)	_ve	0	0	0.0
				1)	_ver	1216	21722	1.3814033E-4
				2)	_vel	2148	10814	6.8771275E-5
				3)	_vet	2979	6660	4.2354048E-5
				4)	_ves	4130	3852	2.4496665E-5
				5)	_ved	5248	2480	1.5771477E-5
				6)	_ven	5984	1908	1.2133863E-5
				7)	_vei	10881	410	2.6073812E-6
			7)	_vy	0	0	0.0
				1)	_vyö	11997	305	1.9396373E-6
		7)	_y	0	0	0.0
			1)	_yh	0	0	0.0
				1)	_yht	65	145388	9.245901E-4
				2)	_yhd	666	37463	2.382447E-4
				3)	_yhä	2539	8518	5.4169937E-5
			2)	_yk	0	0	0.0
				1)	_yks	452	50542	3.2142017E-4
				2)	_ykn	10843	414	2.6328191E-6
			3)	_yl	0	0	0.0
				1)	_yle	1051	24782	1.576003E-4
				2)	_yli	1508	17401	1.1066108E-4
				3)	_yll	3690	4674	2.9724146E-5
				4)	_ylp	6780	1425	9.06224E-6
				5)	_ylä	8360	862	5.48186E-6
				6)	_ylö	11350	362	2.3021269E-6
				7)	_ylh	12969	240	1.526272E-6
				8)	_ylt	13334	217	1.3800043E-6
			4)	_yr	0	0	0.0
				1)	_yri	1120	23368	1.4860801E-4
			5)	_ym	0	0	0.0
				1)	_ymp	1261	20950	1.3323083E-4
				2)	_ymm	1912	12743	8.1038685E-5
			6)	_yd	0	0	0.0
				1)	_ydi	3226	5905	3.755265E-5
			7)	_ys	0	0	0.0
				1)	_yst	4753	3008	1.9129275E-5
			8)	_yt	0	0	0.0
				1)	_yti	9060	693	4.4071103E-6
		8)	_p	0	0	0.0
			1)	_pa	0	0	0.0
				1)	_par	66	144320	9.177982E-4
				2)	_pal	462	49890	3.1727378E-4
				3)	_pai	824	30695	1.9520383E-4
				4)	_pan	1665	15265	9.707726E-5
				5)	_pak	1947	12390	7.879379E-5
				6)	_pah	2671	7945	5.0525963E-5
				7)	_pat	5269	2457	1.562521E-5
				8)	_pap	8034	950	6.041493E-6
				9)	_pas	8421	847	5.3864683E-6
				10)	_pae	12262	286	1.8188074E-6
				11)	_paa	12809	249	1.5835071E-6
			2)	_pu	0	0	0.0
				1)	_puh	84	131774	8.380124E-4
				2)	_puo	466	49634	3.1564577E-4
				3)	_puu	1790	14068	8.946498E-5
				4)	_pui	2693	7865	5.0017206E-5
				5)	_pur	5506	2259	1.4366035E-5
				6)	_pun	8136	920	5.8507094E-6
				7)	_pul	9044	697	4.4325484E-6
				8)	_put	11018	395	2.5119894E-6
				9)	_pud	13163	227	1.4435989E-6
			3)	_pe	0	0	0.0
				1)	_per	120	111707	7.103969E-4
				2)	_pel	1579	16310	1.037229E-4
				3)	_pet	3972	4140	2.632819E-5
				4)	_pei	8147	917	5.831631E-6
				5)	_pes	9749	562	3.5740202E-6
				6)	_peh	11831	319	2.0286698E-6
				7)	_pen	12382	278	1.7679317E-6
				8)	_ped	13335	217	1.3800043E-6
			4)	_pä	0	0	0.0
				1)	_pää	140	103009	6.550823E-4
				2)	_päi	1636	15593	9.916316E-5
				3)	_pät	4994	2737	1.740586E-5
			5)	_pi	0	0	0.0
				1)	_pit	380	56226	3.5756736E-4
				2)	_pid	898	28221	1.794705E-4
				3)	_pie	1965	12197	7.7566416E-5
				4)	_pik	3315	5669	3.6051817E-5
				5)	_pia	3597	4912	3.12377E-5
				6)	_pii	3878	4281	2.7224876E-5
				7)	_pil	4161	3782	2.4051502E-5
				8)	_pin	8473	836	5.316514E-6
				9)	_pis	9048	696	4.4261888E-6
				10)	_pir	9861	543	3.4531904E-6
				11)	_pim	10766	422	2.683695E-6
			6)	_po	0	0	0.0
				1)	_pol	421	52444	3.3351587E-4
				2)	_poi	1340	19739	1.255295E-4
				3)	_poh	1884	13040	8.292744E-5
				4)	_pon	4141	3825	2.432496E-5
				5)	_pos	6044	1858	1.1815889E-5
				6)	_pot	6206	1746	1.1103629E-5
				7)	_por	6309	1684	1.0709342E-5
				8)	_pom	8638	793	5.043057E-6
				9)	_pop	12495	270	1.717056E-6
			7)	_pr	0	0	0.0
				1)	_pro	1245	21288	1.3538032E-4
				2)	_pre	3249	5844	3.7164722E-5
				3)	_pri	7384	1180	7.5041708E-6
			8)	_py	0	0	0.0
				1)	_pyr	1274	20748	1.3194622E-4
				2)	_pyy	1298	20411	1.2980307E-4
				3)	_pys	1457	18093	1.1506183E-4
				4)	_pyö	9555	594	3.777523E-6
				5)	_pyh	10494	453	2.8808383E-6
			9)	_pö	0	0	0.0
				1)	_pöy	3557	5012	3.1873646E-5
				2)	_pör	11397	357	2.2703296E-6
			10)	_pk	0	0	0.0
				1)	_pky	6020	1882	1.1968516E-5
			11)	_pt	0	0	0.0
				1)	_pt_	8384	858	5.4564225E-6
			12)	_pl	0	0	0.0
				1)	_pl_	8738	768	4.88407E-6
				2)	_pla	11844	318	2.0223104E-6
				3)	_plu	13259	222	1.4118016E-6
			13)	_pp	0	0	0.0
				1)	_ppe	9158	673	4.279921E-6
			14)	_ps	0	0	0.0
				1)	_pse	9748	562	3.5740202E-6
				2)	_psy	9998	521	3.3132821E-6
		9)	_m	0	0	0.0
			1)	_my	0	0	0.0
				1)	_myö	76	137160	8.7226444E-4
				2)	_myy	5132	2587	1.645194E-5
				3)	_myr	8126	923	5.869788E-6
			2)	_mi	0	0	0.0
				1)	_mie	94	127402	8.102088E-4
				2)	_mit	394	54967	3.495608E-4
				3)	_min	486	48050	3.0557238E-4
				4)	_mik	901	28188	1.7926065E-4
				5)	_mil	1377	19164	1.21872814E-4
				6)	_mis	2286	9763	6.208747E-5
				7)	_mih	4555	3239	2.0598312E-5
				8)	_mii	11056	391	2.4865515E-6
			3)	_me	0	0	0.0
				1)	_mei	181	89282	5.677859E-4
				2)	_mer	590	41735	2.6541232E-4
				3)	_men	691	35853	2.2800596E-4
				4)	_me_	1390	19019	1.20950695E-4
				5)	_mel	3764	4509	2.8674835E-5
				6)	_met	4258	3635	2.3116661E-5
				7)	_mek	6051	1851	1.1771373E-5
				8)	_meh	10327	474	3.0143872E-6
				9)	_med	11080	389	2.4738324E-6
				10)	_mes	13501	210	1.335488E-6
			4)	_ma	0	0	0.0
				1)	_maa	198	84114	5.349202E-4
				2)	_mah	464	49827	3.1687313E-4
				3)	_mai	543	44738	2.8450982E-4
				4)	_mar	1494	17515	1.11386056E-4
				5)	_mak	1959	12261	7.797342E-5
				6)	_mat	2164	10684	6.7944544E-5
				7)	_mal	3577	4967	3.158747E-5
				8)	_man	6144	1788	1.13707265E-5
				9)	_mas	9533	599	3.8093206E-6
				10)	_maf	13541	207	1.3164096E-6
			5)	_mu	0	0	0.0
				1)	_muu	322	60965	3.8770487E-4
				2)	_mut	436	51817	3.2952847E-4
				3)	_muk	577	42548	2.705826E-4
				4)	_mui	655	37791	2.403306E-4
				5)	_muo	1807	13835	8.798322E-5
				6)	_mua	3896	4250	2.7027732E-5
				7)	_mur	4530	3271	2.0801815E-5
				8)	_mus	5897	1956	1.2439116E-5
				9)	_mul	11295	370	2.3530026E-6
				10)	_mun	12732	254	1.6153045E-6
			6)	_mä	0	0	0.0
				1)	_mää	597	41389	2.6321196E-4
			7)	_mo	0	0	0.0
				1)	_mon	621	40069	2.5481745E-4
				2)	_mol	3602	4898	3.1148666E-5
				3)	_mor	6691	1475	9.380213E-6
				4)	_moo	7213	1239	7.879379E-6
				5)	_moi	7522	1124	7.1480404E-6
				6)	_mot	9832	548	3.4849877E-6
				7)	_mod	12694	256	1.6280235E-6
		10)	_h	0	0	0.0
			1)	_ha	0	0	0.0
				1)	_hal	96	126478	8.043326E-4
				2)	_har	1681	15149	9.633956E-5
				3)	_han	1897	12882	8.192265E-5
				4)	_haa	2476	8756	5.568349E-5
				5)	_hai	3941	4183	2.6601649E-5
				6)	_hav	4123	3864	2.4572979E-5
				7)	_hak	5096	2625	1.66936E-5
				8)	_haj	5670	2123	1.3501148E-5
				9)	_hau	8457	840	5.341952E-6
				10)	_hah	9230	661	4.203607E-6
				11)	_ham	10183	494	3.1415766E-6
			2)	_hy	0	0	0.0
				1)	_hyv	104	119402	7.59333E-4
				2)	_hyö	1373	19271	1.2255328E-4
				3)	_hyl	3391	5453	3.467817E-5
				4)	_hyg	13001	237	1.5071936E-6
			3)	_hu	0	0	0.0
				1)	_huo	196	84675	5.3848786E-4
				2)	_hui	2681	7915	5.0335177E-5
				3)	_hum	4529	3274	2.0820893E-5
				4)	_huu	4706	3056	1.943453E-5
				5)	_huh	6555	1552	9.869892E-6
				6)	_huk	8666	787	5.0049002E-6
				7)	_hul	10404	464	2.9507926E-6
				8)	_huv	12871	246	1.5644288E-6
				9)	_hur	13263	221	1.4054422E-6
				10)	_hu_	13588	205	1.3036906E-6
			4)	_hä	0	0	0.0
				1)	_hän	678	36539	2.3236855E-4
				2)	_häv	5213	2517	1.6006778E-5
				3)	_hät	5821	2007	1.2763449E-5
				4)	_häm	5829	2001	1.2725292E-5
				5)	_häi	6381	1642	1.0442244E-5
				6)	_häp	6675	1486	9.450167E-6
				7)	_häl	8505	825	5.24656E-6
				8)	_häd	12972	239	1.5199125E-6
			5)	_he	0	0	0.0
				1)	_hei	711	35006	2.2261949E-4
				2)	_hen	1411	18846	1.19850505E-4
				3)	_he_	1709	14848	9.442536E-5
				4)	_het	1880	13068	8.310551E-5
				5)	_hel	2369	9292	5.9092163E-5
				6)	_her	3121	6237	3.966399E-5
				7)	_hed	6986	1327	8.439012E-6
				8)	_heh	10809	417	2.6518976E-6
			6)	_ho	0	0	0.0
				1)	_hoi	2811	7398	4.7047335E-5
				2)	_hou	6881	1373	8.7315475E-6
				3)	_hor	7092	1279	8.133758E-6
				4)	_hom	8489	831	5.2847167E-6
				5)	_hol	10182	494	3.1415766E-6
			7)	_hi	0	0	0.0
				1)	_hin	3147	6168	3.922519E-5
				2)	_hie	3167	6115	3.8888138E-5
				3)	_his	3478	5207	3.311374E-5
				4)	_hil	4288	3593	2.2849563E-5
				5)	_hii	5781	2037	1.2954233E-5
				6)	_hir	7367	1186	7.5423272E-6
				7)	_hit	8001	961	6.1114474E-6
				8)	_hid	8040	949	6.035134E-6
				9)	_hiu	9111	683	4.3435157E-6
				10)	_hiv	13228	223	1.418161E-6
			8)	_hö	0	0	0.0
				1)	_höl	12022	303	1.9269185E-6
		11)	_s	0	0	0.0
			1)	_si	0	0	0.0
				1)	_sii	100	122016	7.7595667E-4
				2)	_sit	200	83199	5.2910123E-4
				3)	_sil	494	47781	3.0386169E-4
				4)	_sis	670	37190	2.3650857E-4
				5)	_sik	1408	18859	1.1993318E-4
				6)	_sij	1769	14294	9.090221E-5
				7)	_siv	3064	6381	4.0579755E-5
				8)	_sie	3273	5771	3.6700483E-5
				9)	_sin	4996	2733	1.7380422E-5
				10)	_sid	7132	1264	8.038366E-6
				11)	_sih	10009	519	3.300563E-6
				12)	_sig	10035	516	3.2814849E-6
				13)	_sir	13103	232	1.4753963E-6
			2)	_sa	0	0	0.0
				1)	_saa	151	100510	6.3918997E-4
