Finnish	4	10322409	5796
				11)	_tam	5246	245	1.5436337E-5
			3)	_tä	0	0	0.0
				1)	_täm	96	12438	7.8366185E-4
				2)	_täy	286	6838	4.3083128E-4
				3)	_täs	315	6416	4.0424298E-4
				4)	_tär	462	4975	3.1345212E-4
				5)	_täl	519	4635	2.9203028E-4
				6)	_tät	823	3038	1.9141057E-4
				7)	_täh	1040	2484	1.5650554E-4
				8)	_tän	1444	1810	1.1403987E-4
				9)	_tää	1956	1208	7.611059E-5
			4)	_ti	0	0	0.0
				1)	_tie	151	10365	6.5305154E-4
				2)	_til	638	3899	2.4565827E-4
				3)	_tiu	3664	475	2.992759E-5
				4)	_tii	3751	458	2.8856497E-5
			5)	_te	0	0	0.0
				1)	_teh	206	8446	5.3214404E-4
				2)	_tek	410	5336	3.361971E-4
				3)	_tei	926	2761	1.7395806E-4
				4)	_ter	1617	1556	9.8036486E-5
				5)	_teo	2334	957	6.0296217E-5
				6)	_te_	2572	835	5.2609554E-5
				7)	_tee	2883	702	4.422983E-5
				8)	_tel	4323	358	2.2555952E-5
			6)	_tu	0	0	0.0
				1)	_tul	268	7172	4.5187512E-4
				2)	_tuo	416	5303	3.341179E-4
				3)	_tur	780	3229	2.0344461E-4
				4)	_tuk	793	3171	1.9979029E-4
				5)	_tun	1081	2401	1.512761E-4
				6)	_tut	1252	2108	1.3281549E-4
				7)	_tue	2027	1148	7.233026E-5
				8)	_tuh	2831	721	4.5426932E-5
				9)	_tup	5503	221	1.3924206E-5
			7)	_ty	0	0	0.0
				1)	_työ	271	7129	4.4916588E-4
				2)	_tyy	2238	1018	6.413955E-5
				3)	_tyh	5740	203	1.2790107E-5
		5)	_k	0	0	0.0
			1)	_ka	0	0	0.0
				1)	_kan	44	17125	0.0010789684
				2)	_kai	158	10109	6.3692214E-4
				3)	_kau	774	3244	2.043897E-4
				4)	_kat	1398	1881	1.1851326E-4
				5)	_kal	1447	1807	1.1385085E-4
				6)	_kas	1620	1553	9.784747E-5
				7)	_kah	1860	1306	8.228512E-5
				8)	_kak	2017	1155	7.27713E-5
				9)	_kaa	3735	461	2.9045514E-5
				10)	_kar	4316	359	2.2618959E-5
				11)	_kap	5013	267	1.6822456E-5
				12)	_kam	5475	224	1.4113221E-5
			2)	_ko	0	0	0.0
				1)	_kom	68	14080	8.8711677E-4
				2)	_kos	98	12383	7.801965E-4
				3)	_koh	481	4870	3.0683656E-4
				4)	_kol	483	4860	3.062065E-4
				5)	_kok	599	4137	2.6065356E-4
				6)	_kor	655	3819	2.4061782E-4
				7)	_kon	1241	2120	1.3357156E-4
				8)	_kou	1927	1240	7.812676E-5
				9)	_koo	2705	769	4.8451195E-5
				10)	_kot	2923	687	4.328475E-5
				11)	_kov	3248	581	3.660617E-5
			3)	_ku	0	0	0.0
				1)	_kui	135	10896	6.8650744E-4
				2)	_kun	302	6637	4.1816718E-4
				3)	_kuu	610	4077	2.5687323E-4
				4)	_kut	637	3900	2.4572125E-4
				5)	_kul	683	3680	2.3186007E-4
				6)	_kum	2501	869	5.4751737E-5
				7)	_kus	2708	768	4.838819E-5
				8)	_kuo	2934	683	4.3032724E-5
				9)	_kuv	3041	647	4.0764528E-5
				10)	_kuk	3219	588	3.7047208E-5
				11)	_kur	4203	379	2.3879067E-5
			4)	_kä	0	0	0.0
				1)	_käy	179	9283	5.848796E-4
				2)	_käs	453	5038	3.1742148E-4
				3)	_kär	3035	650	4.0953546E-5
				4)	_kää	4259	369	2.3249013E-5
			5)	_ke	0	0	0.0
				1)	_kes	209	8368	5.272296E-4
				2)	_keh	418	5299	3.338659E-4
				3)	_ker	796	3168	1.9960127E-4
				4)	_kei	2763	747	4.7065074E-5
				5)	_ken	3960	419	2.6399284E-5
			6)	_ky	0	0	0.0
				1)	_kys	241	7610	4.794715E-4
				2)	_kyl	3179	600	3.780327E-5
				3)	_kyk	4444	339	2.1358848E-5
				4)	_kym	4789	293	1.8460598E-5
			7)	_ki	0	0	0.0
				1)	_kii	430	5174	3.2599023E-4
				2)	_kie	1394	1884	1.1870227E-4
				3)	_kil	1623	1550	9.7658456E-5
				4)	_kir	1851	1313	8.272616E-5
			8)	_kr	0	0	0.0
				1)	_kri	2059	1130	7.119616E-5
			9)	_kö	0	0	0.0
				1)	_köy	2725	761	4.794715E-5
			10)	_kl	0	0	0.0
				1)	_klo	2938	682	4.2969717E-5
		6)	_v	0	0	0.0
			1)	_vo	0	0	0.0
				1)	_voi	49	16324	0.001028501
			2)	_va	0	0	0.0
				1)	_val	94	12702	8.0029527E-4
				2)	_vai	134	10911	6.874525E-4
				3)	_vas	177	9398	5.9212523E-4
				4)	_var	249	7496	4.7228887E-4
				5)	_vaa	307	6537	4.1186664E-4
				6)	_vak	833	3013	1.8983542E-4
				7)	_vah	1015	2527	1.5921477E-4
				8)	_vap	1151	2250	1.4176227E-4
				9)	_van	2100	1102	6.943201E-5
				10)	_vau	5431	228	1.4365243E-5
			3)	_vu	0	0	0.0
				1)	_vuo	176	9408	5.927553E-4
			4)	_vä	0	0	0.0
				1)	_väl	290	6800	4.2843708E-4
				2)	_väh	808	3106	1.9569494E-4
				3)	_vää	2413	919	5.7902012E-5
				4)	_väi	3321	562	3.5409066E-5
				5)	_väe	3377	545	3.4337972E-5
				6)	_väk	3943	421	2.6525297E-5
			5)	_vi	0	0	0.0
				1)	_vii	448	5067	3.1924862E-4
				2)	_vie	517	4648	2.9284935E-4
				3)	_vir	1194	2184	1.3760391E-4
				4)	_vil	2809	730	4.599398E-5
				5)	_vih	3142	611	3.849633E-5
			6)	_ve	0	0	0.0
				1)	_ver	1213	2159	1.3602877E-4
				2)	_vel	1939	1233	7.768573E-5
				3)	_vet	2872	706	4.448185E-5
				4)	_ves	3488	516	3.2510812E-5
				5)	_ved	4187	381	2.4005078E-5
		7)	_m	0	0	0.0
			1)	_my	0	0	0.0
				1)	_myö	55	15280	9.6272334E-4
				2)	_myy	5238	246	1.5499341E-5
			2)	_mi	0	0	0.0
				1)	_mie	78	13821	8.7079837E-4
				2)	_mit	325	6250	3.9378408E-4
				3)	_min	361	5785	3.6448654E-4
				4)	_mik	848	2984	1.8800827E-4
				5)	_mil	1139	2271	1.4308539E-4
				6)	_mis	1895	1271	8.007993E-5
				7)	_mih	4099	395	2.4887155E-5
			3)	_me	0	0	0.0
				1)	_mei	174	9471	5.967246E-4
				2)	_mer	579	4239	2.6708012E-4
				3)	_men	693	3640	2.2933986E-4
				4)	_me_	792	3176	2.0010532E-4
				5)	_mel	3069	637	4.0134473E-5
				6)	_met	3157	607	3.824431E-5
				7)	_mek	5630	211	1.329415E-5
			4)	_ma	0	0	0.0
				1)	_maa	261	7302	4.600658E-4
				2)	_mah	467	4940	3.1124693E-4
				3)	_mai	550	4416	2.782321E-4
				4)	_mar	1663	1506	9.4886214E-5
				5)	_mak	1727	1437	9.053884E-5
				6)	_mat	2188	1053	6.634474E-5
				7)	_mal	3799	450	2.8352453E-5
			5)	_mu	0	0	0.0
				1)	_muu	308	6525	4.1111058E-4
				2)	_mut	378	5591	3.5226348E-4
				3)	_muk	582	4225	2.6619804E-4
				4)	_mui	649	3835	2.4162591E-4
				5)	_muo	1577	1609	1.0137577E-4
				6)	_mua	4324	358	2.2555952E-5
				7)	_mur	4613	313	1.9720706E-5
			6)	_mä	0	0	0.0
				1)	_mää	523	4622	2.912112E-4
			7)	_mo	0	0	0.0
				1)	_mon	676	3717	2.3419128E-4
				2)	_mol	3990	414	2.6084257E-5
		8)	_y	0	0	0.0
			1)	_yh	0	0	0.0
				1)	_yht	56	15078	9.4999623E-4
				2)	_yhd	748	3370	2.1232838E-4
				3)	_yhä	2391	931	5.8658075E-5
			2)	_yk	0	0	0.0
				1)	_yks	451	5052	3.1830356E-4
			3)	_yl	0	0	0.0
				1)	_yle	961	2681	1.6891761E-4
				2)	_yli	1483	1765	1.1120462E-4
				3)	_yll	3796	451	2.841546E-5
			4)	_ym	0	0	0.0
				1)	_ymp	1019	2523	1.5896276E-4
				2)	_ymm	1858	1307	8.2348124E-5
			5)	_yr	0	0	0.0
				1)	_yri	1110	2340	1.4743276E-4
			6)	_yd	0	0	0.0
				1)	_ydi	3496	514	3.2384803E-5
			7)	_ys	0	0	0.0
				1)	_yst	5225	247	1.5562347E-5
		9)	_s	0	0	0.0
			1)	_si	0	0	0.0
				1)	_sii	57	15077	9.499332E-4
				2)	_sit	124	11196	7.0540904E-4
				3)	_sil	421	5283	3.328578E-4
				4)	_sis	630	3938	2.4811548E-4
				5)	_sik	1224	2144	1.350837E-4
				6)	_sij	1853	1311	8.260015E-5
				7)	_sie	2660	789	4.9711303E-5
				8)	_siv	3107	626	3.9441413E-5
				9)	_sin	4783	294	1.8523604E-5
			2)	_se	0	0	0.0
				1)	_se_	123	11219	7.068582E-4
				2)	_sen	186	8967	5.649699E-4
				3)	_sel	216	8111	5.1103724E-4
				4)	_sek	553	4403	2.77413E-4
				5)	_seu	733	3431	2.1617171E-4
				6)	_sei	2443	903	5.6893925E-5
			3)	_sa	0	0	0.0
				1)	_saa	169	9684	6.101448E-4
				2)	_san	283	6880	4.3347751E-4
				3)	_sam	597	4155	2.6178765E-4
				4)	_sal	2061	1129	7.113316E-5
				5)	_sai	2203	1045	6.58407E-5
				6)	_sat	2823	724	4.5615947E-5
				7)	_sak	5361	234	1.4743276E-5
			4)	_su	0	0	0.0
				1)	_suu	310	6517	4.1060653E-4
				2)	_suo	564	4350	2.740737E-4
				3)	_suh	1162	2234	1.4075419E-4
				4)	_suk	3133	614	3.868535E-5
				5)	_sul	4475	335	2.1106827E-5
				6)	_sum	5520	220	1.38611995E-5
				7)	_sur	5689	207	1.3042129E-5
			5)	_so	0	0	0.0
				1)	_sop	754	3333	2.0999718E-4
				2)	_sos	1023	2516	1.5852173E-4
				3)	_sov	1078	2404	1.5146511E-4
				4)	_sot	2342	954	6.0107202E-5
				5)	_sol	3665	475	2.992759E-5
				6)	_sod	5676	208	1.3105135E-5
			6)	_sä	0	0	0.0
				1)	_sää	911	2809	1.7698231E-4
				2)	_säi	2794	735	4.6309007E-5
				3)	_säh	3709	465	2.9297536E-5
			7)	_sy	0	0	0.0
				1)	_syy	1077	2404	1.5146511E-4
				2)	_syn	2133	1082	6.81719E-5
				3)	_syr	2416	918	5.7839006E-5
				4)	_syi	3538	504	3.175475E-5
				5)	_syv	3859	438	2.7596388E-5
				6)	_syd	5563	216	1.3609178E-5
			8)	_st	0	0	0.0
				1)	_str	2798	734	4.6246E-5
				2)	_sta	5474	224	1.4113221E-5
		10)	_p	0	0	0.0
			1)	_pa	0	0	0.0
				1)	_par	72	13931	8.77729E-4
				2)	_pal	528	4579	2.8850196E-4
				3)	_pai	746	3381	2.1302144E-4
				4)	_pan	1587	1586	9.992665E-5
				5)	_pak	1742	1423	8.965676E-5
				6)	_pah	2646	797	5.0215345E-5
				7)	_pat	4710	301	1.8964642E-5
			2)	_pu	0	0	0.0
				1)	_puh	82	13565	8.5466896E-4
				2)	_puo	491	4803	3.026152E-4
				3)	_puu	1473	1782	1.1227572E-4
				4)	_pui	2417	918	5.7839006E-5
				5)	_pur	4927	276	1.7389506E-5
			3)	_pe	0	0	0.0
				1)	_per	148	10491	6.609902E-4
				2)	_pel	1474	1781	1.12212714E-4
				3)	_pet	3527	507	3.1943764E-5
			4)	_pä	0	0	0.0
				1)	_pää	154	10253	6.459949E-4
				2)	_päi	1613	1560	9.828851E-5
				3)	_pät	4988	270	1.7011473E-5
			5)	_pi	0	0	0.0
				1)	_pit	291	6778	4.2705095E-4
				2)	_pid	922	2766	1.7427308E-4
				3)	_pie	1947	1217	7.6677636E-5
				4)	_pik	3124	617	3.8874365E-5
				5)	_pii	3338	557	3.509404E-5
				6)	_pia	3944	421	2.6525297E-5
				7)	_pil	4955	273	1.720049E-5
			6)	_po	0	0	0.0
				1)	_pol	401	5360	3.3770924E-4
				2)	_poi	1354	1930	1.21600526E-4
				3)	_poh	1733	1429	9.0034795E-5
				4)	_pon	3022	656	4.1331576E-5
				5)	_pos	4492	332	2.091781E-5
			7)	_py	0	0	0.0
				1)	_pyy	1062	2430	1.5310325E-4
				2)	_pyr	1297	2024	1.2752303E-4
				3)	_pys	1487	1757	1.1070058E-4
			8)	_pr	0	0	0.0
				1)	_pro	1071	2417	1.5228418E-4
				2)	_pre	3851	439	2.7659395E-5
				3)	_pri	5009	268	1.6885462E-5
			9)	_pö	0	0	0.0
				1)	_pöy	3725	462	2.910852E-5
		11)	_h	0	0	0.0
			1)	_ha	0	0	0.0
				1)	_hal	90	13109	8.259385E-4
				2)	_har	1431	1827	1.1511096E-4
				3)	_han	1916	1249	7.869381E-5
				4)	_haa	2820	725	4.5678953E-5
				5)	_hak	4096	396	2.4950159E-5
				6)	_hav	4269	367	2.3123E-5
				7)	_hai	4418	342	2.1547865E-5
				8)	_haj	5122	257	1.6192402E-5
			2)	_hy	0	0	0.0
				1)	_hyv	95	12511	7.8826124E-4
				2)	_hyö	1539	1674	1.0547113E-4
				3)	_hyl	4051	403	2.5391199E-5
			3)	_hu	0	0	0.0
				1)	_huo	195	8731	5.5010064E-4
				2)	_hui	2756	752	4.73801E-5
				3)	_hum	4726	299	1.8838631E-5
				4)	_huu	4790	293	1.8460598E-5
			4)	_hä	0	0	0.0
				1)	_hän	606	4091	2.577553E-4
				2)	_häv	5217	248	1.5625352E-5
				3)	_häm	5249	245	1.5436337E-5
				4)	_hät	5741	203	1.2790107E-5
			5)	_he	0	0	0.0
				1)	_hei	736	3418	2.1535264E-4
				2)	_hen	1346	1945	1.225456E-4
				3)	_he_	1594	1575	9.923359E-5
				4)	_het	1713	1447	9.116889E-5
				5)	_hel	2407	923	5.8154033E-5
				6)	_her	2924	687	4.328475E-5
			6)	_ho	0	0	0.0
				1)	_hoi	2526	860	5.418469E-5
			7)	_hi	0	0	0.0
				1)	_hie	2813	728	4.586797E-5
				2)	_hin	3100	628	3.9567425E-5
				3)	_his	4037	405	2.5517209E-5
				4)	_hil	4825	289	1.8208577E-5
		12)	_n	0	0	0.0
			1)	_ni	0	0	0.0
				1)	_nii	116	11454	7.2166446E-4
				2)	_nim	1157	2242	1.4125822E-4
			2)	_nä	0	0	0.0
				1)	_näi	327	6215	3.9157888E-4
				2)	_näk	1225	2144	1.350837E-4
				3)	_näm	1387	1893	1.1926932E-4
				4)	_näh	2521	861	5.4247696E-5
				5)	_näy	2557	844	5.31766E-5
				6)	_näe	4935	275	1.73265E-5
			3)	_ne	0	0	0.0
				1)	_neu	353	5857	3.6902295E-4
				2)	_ne_	671	3736	2.3538838E-4
				3)	_nel	3111	625	3.9378407E-5
			4)	_ny	0	0	0.0
				1)	_nyt	686	3676	2.3160805E-4
				2)	_nyk	1219	2155	1.3577675E-4
			5)	_na	0	0	0.0
				1)	_nai	1551	1647	1.03769984E-4
				2)	_nau	3745	459	2.8919503E-5
			6)	_no	0	0	0.0
				1)	_nou	1580	1603	1.0099774E-4
				2)	_nop	1826	1340	8.442731E-5
				3)	_noi	3251	580	3.6543162E-5
				4)	_nos	4332	357	2.2492946E-5
				5)	_nor	4465	336	2.1169832E-5
				6)	_noj	5226	247	1.5562347E-5
			7)	_nu	0	0	0.0
				1)	_nuo	2580	829	5.223152E-5
			8)	_nr	0	0	0.0
				1)	_nro	4888	281	1.7704533E-5
		13)	_a	0	0	0.0
			1)	_as	0	0	0.0
				1)	_asi	120	11250	7.0881133E-4
				2)	_ase	620	4009	2.5258886E-4
				3)	_ast	2832	721	4.5426932E-5
				4)	_asu	2895	697	4.3914803E-5
				5)	_ask	3867	437	2.7533382E-5
			2)	_ar	0	0	0.0
				1)	_arv	126	11157	7.0295186E-4
				2)	_art	1972	1192	7.51025E-5
				3)	_ark	5218	248	1.5625352E-5
			3)	_al	0	0	0.0
				1)	_alu	362	5759	3.628484E-4
				2)	_alo	1001	2564	1.6154598E-4
				3)	_ala	1245	2117	1.3338255E-4
				4)	_alk	1626	1546	9.740643E-5
				5)	_all	2886	701	4.4166823E-5
				6)	_ali	4711	301	1.8964642E-5
				7)	_ale	4727	299	1.8838631E-5
			4)	_ai	0	0	0.0
				1)	_aik	372	5670	3.5724093E-4
				2)	_ain	663	3758	2.3677449E-4
				3)	_aih	831	3014	1.8989843E-4
				4)	_aiv	1868	1300	8.190709E-5
				5)	_aio	3163	606	3.8181304E-5
				6)	_aie	3452	525	3.3077864E-5
			5)	_an	0	0	0.0
				1)	_ant	681	3684	2.3211208E-4
				2)	_ann	1476	1777	1.1196069E-4
				3)	_ans	2728	760	4.7884143E-5
				4)	_ana	4771	295	1.8586608E-5
				5)	_ank	5646	210	1.3231145E-5
			6)	_aj	0	0	0.0
				1)	_aja	917	2781	1.7521817E-4
				2)	_ajo	4419	342	2.1547865E-5
			7)	_av	0	0	0.0
				1)	_avu	1376	1904	1.1996238E-4
				2)	_avo	2149	1074	6.7667854E-5
				3)	_ava	3191	596	3.755125E-5
			8)	_au	0	0	0.0
				1)	_aut	1869	1298	8.178108E-5
			9)	_am	0	0	0.0
				1)	_amm	3202	593	3.7362235E-5
			10)	_ap	0	0	0.0
				1)	_apu	3378	545	3.4337972E-5
			11)	_ak	0	0	0.0
				1)	_akt	3882	434	2.7344367E-5
			12)	_aa	0	0	0.0
				1)	_aam	5440	227	1.4302238E-5
		14)	_l	0	0	0.0
			1)	_li	0	0	0.0
				1)	_lii	250	7457	4.6983166E-4
				2)	_lis	455	5021	3.1635037E-4
				3)	_lin	4706	302	1.9027648E-5
				4)	_lie	4752	297	1.8712619E-5
				5)	_lib	4928	276	1.7389506E-5
			2)	_la	0	0	0.0
				1)	_laa	408	5338	3.363231E-4
				2)	_lai	666	3753	2.3645947E-4
				3)	_las	2289	986	6.212338E-5
				4)	_lau	2553	845	5.3239608E-5
				5)	_lap	2853	714	4.4985893E-5
				6)	_lak	3084	632	3.9819446E-5
			3)	_lu	0	0	0.0
				1)	_luo	527	4586	2.88943E-4
				2)	_luk	2219	1036	6.527365E-5
				3)	_lue	3304	566	3.5661087E-5
				4)	_luv	3635	480	3.0242618E-5
				5)	_luu	3912	428	2.6966334E-5
				6)	_lup	4123	391	2.4635132E-5
				7)	_luj	4996	269	1.6948467E-5
			4)	_lo	0	0	0.0
				1)	_lop	674	3718	2.3425427E-4
				2)	_lou	4212	376	2.369005E-5
			5)	_lä	0	0	0.0
				1)	_läh	703	3615	2.2776471E-4
				2)	_läs	4132	390	2.4572128E-5
				3)	_läp	4309	360	2.2681963E-5
				4)	_lää	4412	343	2.1610871E-5
				5)	_läm	5713	206	1.2979123E-5
			6)	_le	0	0	0.0
				1)	_len	2158	1069	6.735283E-5
				2)	_lev	3752	458	2.8856497E-5
				3)	_leh	4268	367	2.3123E-5
				4)	_lei	4493	332	2.091781E-5
			7)	_ly	0	0	0.0
				1)	_lyh	2558	844	5.31766E-5
				2)	_lyk	4443	339	2.1358848E-5
			8)	_lö	0	0	0.0
				1)	_löy	2623	807	5.08454E-5
		15)	_u	0	0	0.0
			1)	_un	0	0	0.0
				1)	_uni	257	7340	4.6246004E-4
				2)	_uno	4150	387	2.4383111E-5
			2)	_uu	0	0	0.0
				1)	_uud	685	3676	2.3160805E-4
				2)	_uus	1232	2134	1.3445364E-4
				3)	_uut	2908	693	4.3662778E-5
			3)	_us	0	0	0.0
				1)	_use	1105	2355	1.4837785E-4
				2)	_usk	1350	1937	1.22041565E-4
			4)	_ul	0	0	0.0
				1)	_ulk	1352	1934	1.2185255E-4
				2)	_ulo	3589	492	3.0998683E-5
			5)	_uh	0	0	0.0
				1)	_uhr	3119	621	3.9126386E-5
				2)	_uhk	3959	419	2.6399284E-5
			6)	_ur	0	0	0.0
				1)	_urh	3280	573	3.6102123E-5
		16)	_i	0	0	0.0
			1)	_il	0	0	0.0
				1)	_ilm	518	4637	2.921563E-4
				2)	_ilo	3099	628	3.9567425E-5
				3)	_ilt	5521	220	1.38611995E-5
			2)	_ih	0	0	0.0
				1)	_ihm	556	4394	2.7684597E-4
			3)	_it	0	0	0.0
				1)	_its	835	3007	1.894574E-4
				2)	_itä	5248	245	1.5436337E-5
			4)	_is	0	0	0.0
				1)	_ist	2450	899	5.6641904E-5
			5)	_in	0	0	0.0
				1)	_int	3244	583	3.673218E-5
				2)	_inv	3834	444	2.7974422E-5
				3)	_inn	3927	425	2.6777318E-5
				4)	_inf	4050	403	2.5391199E-5
				5)	_ins	4725	299	1.8838631E-5
				6)	_inh	5494	222	1.3987211E-5
			6)	_ik	0	0	0.0
				1)	_ikä	3986	415	2.6147263E-5
			7)	_id	0	0	0.0
				1)	_ide	5073	262	1.6507429E-5
		17)	_r	0	0	0.0
			1)	_ra	0	0	0.0
				1)	_rah	756	3326	2.0955614E-4
				2)	_rat	1092	2378	1.4982697E-4
				3)	_rak	1246	2114	1.3319353E-4
				4)	_raj	1270	2072	1.305473E-4
				5)	_rau	1457	1804	1.1366184E-4
				6)	_ras	2426	912	5.7460973E-5
				7)	_ran	2455	897	5.651589E-5
				8)	_rap	4934	275	1.73265E-5
				9)	_rad	5197	249	1.5688358E-5
			2)	_ry	0	0	0.0
				1)	_ryh	773	3244	2.043897E-4
			3)	_ri	0	0	0.0
				1)	_rii	1045	2473	1.558125E-4
				2)	_rik	1484	1765	1.1120462E-4
				3)	_ris	2234	1025	6.458059E-5
				4)	_rin	5072	262	1.6507429E-5
			4)	_ro	0	0	0.0
				1)	_roo	3454	524	3.3014858E-5
				2)	_roh	4262	368	2.3186007E-5
			5)	_re	0	0	0.0
				1)	_rea	3576	494	3.1124695E-5
				2)	_reh	5247	245	1.5436337E-5
			6)	_ru	0	0	0.0
				1)	_ruo	4612	313	1.9720706E-5
		18)	_ä	0	0	0.0
			1)	_ää	0	0	0.0
				1)	_ään	799	3150	1.9846718E-4
				2)	_äär	3551	501	3.156573E-5
			2)	_äs	0	0	0.0
				1)	_äsk	3515	509	3.2069776E-5
		19)	_d	0	0	0.0
			1)	_di	0	0	0.0
				1)	_dir	1082	2399	1.5115009E-4
				2)	_dip	5677	208	1.3105135E-5
			2)	_de	0	0	0.0
				1)	_dem	1572	1616	1.0181681E-4
		20)	_b	0	0	0.0
			1)	_bu	0	0	0.0
				1)	_bud	3393	540	3.4022945E-5
			2)	_bi	0	0	0.0
				1)	_bio	5615	212	1.3357156E-5
		21)	_ö	0	0	0.0
			1)	_öl	0	0	0.0
