Portuguese	3	2331026	1451
			1)	nci	97	4726	0.0013865028
			2)	nce	423	1242	3.6437504E-4
			3)	nco	431	1231	3.611479E-4
			4)	ncl	798	611	1.7925374E-4
			5)	ncí	959	470	1.3788749E-4
			6)	ncr	1162	337	9.8868266E-5
			7)	nca	1270	277	8.126561E-5
		5)	na	0	0	0.0
			1)	na_	103	4151	0.0012178106
			2)	nas	282	1855	5.4421555E-4
			3)	nal	321	1658	4.8642015E-4
			4)	nad	574	926	2.716677E-4
			5)	nac	645	806	2.3646238E-4
			6)	nan	687	746	2.1885973E-4
			7)	nai	713	716	2.100584E-4
			8)	nar	783	627	1.8394778E-4
			9)	nam	962	467	1.3700736E-4
			10)	nat	996	442	1.2967292E-4
			11)	naç	1067	397	1.16470925E-4
		6)	nh	0	0	0.0
			1)	nho	145	3341	9.801748E-4
			2)	nha	323	1653	4.8495326E-4
			3)	nhe	743	672	1.9714978E-4
		7)	nd	0	0	0.0
			1)	ndo	163	3041	8.921614E-4
			2)	nde	200	2480	7.2757655E-4
			3)	nda	276	1896	5.56244E-4
			4)	ndi	454	1194	3.5029292E-4
			5)	ndu	1368	235	6.8943744E-5
		8)	ns	0	0	0.0
			1)	nst	279	1863	5.4656254E-4
			2)	nsi	461	1184	3.4735914E-4
			3)	nse	552	973	2.8545645E-4
			4)	nsa	562	947	2.7782863E-4
			5)	ns_	577	920	2.6990744E-4
			6)	nso	861	547	1.6047758E-4
			7)	nsp	1089	379	1.1119013E-4
			8)	nsu	1094	375	1.1001662E-4
			9)	nsá	1376	232	6.8063615E-5
			10)	nsc	1436	204	5.984904E-5
			11)	nsf	1447	202	5.9262286E-5
		9)	ne	0	0	0.0
			1)	nes	334	1570	4.606029E-4
			2)	nec	481	1147	3.3650416E-4
			3)	neg	1016	431	1.2644577E-4
			4)	nem	1195	314	9.212058E-5
			5)	nen	1198	313	9.1827205E-5
			6)	ner	1238	291	8.537289E-5
		10)	ni	0	0	0.0
			1)	nic	368	1453	4.2627772E-4
			2)	nit	811	591	1.7338619E-4
			3)	nid	826	576	1.6898553E-4
			4)	nif	914	500	1.4668882E-4
			5)	nio	975	460	1.3495372E-4
			6)	niz	999	439	1.2879279E-4
			7)	nis	1000	439	1.2879279E-4
			8)	niã	1115	362	1.0620271E-4
			9)	nim	1181	327	9.593449E-5
		11)	nç	0	0	0.0
			1)	nça	399	1321	3.8755187E-4
			2)	nçã	685	747	2.191531E-4
			3)	nçõ	1345	246	7.21709E-5
		12)	nv	0	0	0.0
			1)	nvo	458	1187	3.4823926E-4
			2)	nve	675	760	2.22967E-4
			3)	nvi	1298	266	7.803845E-5
		13)	nu	0	0	0.0
			1)	num	726	690	2.0243057E-4
			2)	nua	947	479	1.4052789E-4
			3)	nun	1281	273	8.00921E-5
		14)	ní	0	0	0.0
			1)	nív	742	672	1.9714978E-4
		15)	nó	0	0	0.0
			1)	nóm	793	616	1.8072063E-4
			2)	nós	990	449	1.3172656E-4
		16)	nf	0	0	0.0
			1)	nfo	937	486	1.4258154E-4
			2)	nfe	1246	287	8.419938E-5
			3)	nfi	1284	271	7.950534E-5
			4)	nfr	1390	224	6.5716595E-5
		17)	nq	0	0	0.0
			1)	nqu	1092	377	1.10603374E-4
		18)	nj	0	0	0.0
			1)	nju	1177	330	9.681462E-5
		19)	nú	0	0	0.0
			1)	núm	1322	256	7.5104675E-5
		20)	ná	0	0	0.0
			1)	nár	1410	215	6.307619E-5
		21)	ng	0	0	0.0
			1)	nge	1437	204	5.984904E-5
	10)	t	0	0	0.0
		1)	te	0	0	0.0
			1)	te_	16	15160	0.004447605
			2)	ter	73	6105	0.0017910706
			3)	tem	130	3590	0.0010532257
			4)	tes	156	3114	9.1357797E-4
			5)	ten	182	2804	8.2263094E-4
			6)	tec	612	861	2.5259814E-4
			7)	teg	1008	435	1.2761928E-4
			8)	tei	1049	407	1.194047E-4
			9)	tex	1140	346	1.0150867E-4
		2)	to	0	0	0.0
			1)	to_	22	13119	0.0038488214
			2)	tos	115	3845	0.001128037
			3)	tod	260	2012	5.902758E-4
			4)	tor	261	2007	5.888089E-4
			5)	tom	732	684	2.0067031E-4
			6)	tou	825	576	1.6898553E-4
			7)	tot	1425	207	6.0729173E-5
		3)	ta	0	0	0.0
			1)	ta_	58	6745	0.0019788323
			2)	tar	102	4411	0.0012940888
			3)	tam	119	3789	0.0011116079
			4)	tad	157	3106	9.11231E-4
			5)	tan	191	2630	7.7158323E-4
			6)	tas	217	2378	6.9765205E-4
			7)	tal	357	1493	4.3801282E-4
			8)	taç	421	1250	3.6672206E-4
			9)	tai	815	586	1.719193E-4
			10)	tab	921	496	1.4551531E-4
			11)	tat	995	442	1.2967292E-4
		4)	tr	0	0	0.0
			1)	tra	74	5964	0.0017497042
			2)	tro	244	2121	6.22254E-4
			3)	tre	375	1423	4.1747637E-4
			4)	tri	451	1197	3.5117305E-4
			5)	tru	599	887	2.6022596E-4
			6)	trá	1293	268	7.8625206E-5
		5)	ti	0	0	0.0
			1)	tiv	89	5147	0.0015100148
			2)	tic	125	3685	0.0010810966
			3)	tid	415	1277	3.7464325E-4
			4)	tin	500	1110	3.256492E-4
			5)	tim	512	1069	3.136207E-4
			6)	tit	517	1064	3.121538E-4
			7)	tir	532	1032	3.0276572E-4
			8)	til	765	642	1.8834845E-4
			9)	tig	884	526	1.5431664E-4
			10)	tip	1148	341	1.00041776E-4
			11)	tif	1217	302	8.860005E-5
			12)	tis	1320	256	7.5104675E-5
		6)	tu	0	0	0.0
			1)	tur	246	2114	6.2020036E-4
			2)	tua	372	1434	4.2070355E-4
			3)	tud	587	904	2.652134E-4
			4)	tui	753	659	1.9333587E-4
			5)	tun	1279	273	8.00921E-5
			6)	tul	1325	254	7.451792E-5
		7)	tã	0	0	0.0
			1)	tão	284	1851	5.43042E-4
		8)	tó	0	0	0.0
			1)	tór	371	1435	4.2099692E-4
		9)	tá	0	0	0.0
			1)	tá_	683	748	2.1944648E-4
			2)	tár	704	728	2.1357893E-4
			3)	táv	1167	334	9.798814E-5
		10)	té	0	0	0.0
			1)	tér	755	657	1.9274911E-4
			2)	té_	1021	426	1.2497888E-4
			3)	tég	1353	244	7.1584145E-5
		11)	tâ	0	0	0.0
			1)	tân	885	525	1.5402326E-4
		12)	tê	0	0	0.0
			1)	têm	1086	380	1.114835E-4
			2)	tên	1139	346	1.0150867E-4
		13)	tõ	0	0	0.0
			1)	tõe	1101	372	1.0913648E-4
	11)	m	0	0	0.0
		1)	me	0	0	0.0
			1)	men	20	13451	0.003946223
			2)	me_	348	1513	4.438804E-4
			3)	mer	450	1199	3.517598E-4
			4)	mes	470	1165	3.4178497E-4
			5)	mei	516	1065	3.124472E-4
			6)	med	639	816	2.3939616E-4
			7)	mel	766	641	1.8805507E-4
			8)	meu	902	512	1.5020935E-4
			9)	mea	1095	375	1.1001662E-4
			10)	met	1190	317	9.3000715E-5
			11)	mem	1268	278	8.155899E-5
		2)	ma	0	0	0.0
			1)	ma_	41	8770	0.002572922
			2)	mas	128	3620	0.0010620271
			3)	mai	168	2990	8.7719917E-4
			4)	man	344	1532	4.4945456E-4
			5)	mar	546	985	2.8897697E-4
			6)	mat	689	745	2.1856635E-4
			7)	maç	806	600	1.7602659E-4
			8)	mad	913	501	1.469822E-4
			9)	mam	1343	247	7.246428E-5
		3)	mo	0	0	0.0
			1)	mos	62	6636	0.001946854
			2)	mo_	104	4151	0.0012178106
			3)	mod	694	739	2.1680607E-4
			4)	mon	883	528	1.5490339E-4
			5)	moc	1125	355	1.0414906E-4
			6)	mom	1183	326	9.564111E-5
			7)	mot	1285	271	7.950534E-5
			8)	mor	1381	230	6.747686E-5
		4)	mp	0	0	0.0
			1)	mpr	257	2049	6.0113077E-4
			2)	mpo	266	1979	5.8059435E-4
			3)	mpl	434	1230	3.608545E-4
			4)	mpe	646	806	2.3646238E-4
			5)	mpa	971	462	1.3554047E-4
		5)	mb	0	0	0.0
			1)	mbé	292	1822	5.3453405E-4
			2)	mbi	533	1030	3.02179E-4
			3)	mbr	1251	286	8.390601E-5
			4)	mbo	1290	270	7.921196E-5
			5)	mba	1333	252	7.3931165E-5
			6)	mbl	1434	205	6.0142418E-5
		6)	mu	0	0	0.0
			1)	mui	306	1738	5.098903E-4
			2)	mun	391	1356	3.9782008E-4
			3)	mul	779	632	1.8541467E-4
			4)	mum	1199	313	9.1827205E-5
		7)	mi	0	0	0.0
			1)	min	316	1680	4.928744E-4
			2)	mit	529	1041	3.0540614E-4
			3)	mic	695	739	2.1680607E-4
			4)	mis	749	662	1.94216E-4
			5)	mil	866	542	1.5901068E-4
			6)	mid	1192	315	9.241396E-5
			7)	mia	1286	271	7.950534E-5
		8)	mí	0	0	0.0
			1)	mín	994	443	1.299663E-4
	12)	ç	0	0	0.0
		1)	çã	0	0	0.0
			1)	ção	28	12360	0.0036261478
		2)	çõ	0	0	0.0
			1)	çõe	113	3857	0.0011315576
		3)	ça	0	0	0.0
			1)	ça_	390	1363	3.9987374E-4
			2)	çar	1018	428	1.2556564E-4
			3)	çam	1113	362	1.0620271E-4
			4)	ças	1187	320	9.3880844E-5
		4)	ço	0	0	0.0
			1)	ço_	654	799	2.3440874E-4
			2)	ços	791	619	1.8160076E-4
	13)	c	0	0	0.0
		1)	co	0	0	0.0
			1)	con	30	12217	0.0035841947
			2)	com	35	10308	0.0030241369
			3)	cor	229	2233	6.5511226E-4
			4)	co_	262	2002	5.873421E-4
			5)	col	381	1395	4.0926182E-4
			6)	cos	485	1141	3.347439E-4
			7)	coo	927	492	1.443418E-4
			8)	coe	1203	310	9.094707E-5
			9)	coi	1361	239	7.0117254E-5
		2)	ci	0	0	0.0
			1)	cia	59	6713	0.001969444
			2)	cio	198	2511	7.3667127E-4
			3)	cid	359	1489	4.3683933E-4
			4)	cis	433	1231	3.611479E-4
			5)	cie	677	758	2.2238026E-4
			6)	cim	770	638	1.8717494E-4
			7)	cip	818	585	1.7162593E-4
			8)	cit	974	462	1.3554047E-4
			9)	cil	1136	350	1.0268218E-4
			10)	cin	1399	221	6.483646E-5
		3)	ca	0	0	0.0
			1)	ca_	124	3687	0.0010816833
			2)	cas	237	2196	6.442573E-4
			3)	cad	314	1698	4.9815525E-4
			4)	car	318	1676	4.9170095E-4
			5)	caç	560	949	2.784154E-4
			6)	cam	703	729	2.138723E-4
			7)	can	807	600	1.7602659E-4
			8)	cap	1005	437	1.2820603E-4
			9)	cal	1074	390	1.1441728E-4
			10)	cau	1127	354	1.0385569E-4
			11)	cat	1128	354	1.0385569E-4
			12)	cab	1209	306	8.977356E-5
			13)	cai	1358	240	7.0410635E-5
			14)	caz	1450	201	5.8968908E-5
		4)	ct	0	0	0.0
			1)	cto	210	2423	7.10854E-4
			2)	cti	263	1992	5.844083E-4
			3)	ctu	775	636	1.8658818E-4
			4)	cta	819	583	1.7103917E-4
		5)	ce	0	0	0.0
			1)	ces	248	2108	6.184401E-4
			2)	cer	280	1863	5.4656254E-4
			3)	cei	480	1148	3.3679753E-4
			4)	cen	584	906	2.6580013E-4
			5)	ce_	734	680	1.994968E-4
			6)	ced	834	571	1.6751864E-4
			7)	cem	1372	234	6.865037E-5
		6)	cu	0	0	0.0
			1)	cul	396	1342	3.937128E-4
			2)	cur	692	743	2.1797958E-4
			3)	cup	932	489	1.4346167E-4
			4)	cus	993	444	1.3025968E-4
			5)	cum	1033	417	1.2233848E-4
			6)	cut	1445	203	5.9555663E-5
		7)	cr	0	0	0.0
			1)	cri	448	1205	3.5352007E-4
			2)	cre	523	1050	3.0804652E-4
			3)	cra	1303	263	7.715832E-5
		8)	cl	0	0	0.0
			1)	cla	543	995	2.9191075E-4
			2)	clu	668	774	2.270743E-4
		9)	cç	0	0	0.0
			1)	cçã	670	771	2.2619417E-4
			2)	cçõ	1324	256	7.5104675E-5
		10)	cí	0	0	0.0
			1)	cíp	940	484	1.4199478E-4
		11)	ch	0	0	0.0
			1)	che	1080	385	1.12950394E-4
			2)	cha	1185	322	9.44676E-5
	14)	r	0	0	0.0
		1)	ra	0	0	0.0
			1)	ra_	36	10205	0.002993919
			2)	ran	151	3193	9.367548E-4
			3)	ram	154	3137	9.203257E-4
			4)	raç	224	2309	6.77409E-4
			5)	rad	296	1796	5.269062E-4
			6)	rat	341	1552	4.553221E-4
			7)	rar	343	1550	4.5473536E-4
			8)	ras	354	1498	4.394797E-4
			9)	ral	499	1112	3.2623595E-4
			10)	rab	503	1095	3.2124852E-4
			11)	rav	751	660	1.9362924E-4
			12)	raz	786	624	1.8306765E-4
			13)	rac	934	488	1.4316829E-4
			14)	rai	1109	365	1.07082844E-4
			15)	rap	1272	276	8.097223E-5
		2)	re	0	0	0.0
			1)	res	38	9125	0.002677071
			2)	rec	105	4109	0.0012054887
			3)	re_	143	3348	9.822283E-4
			4)	rel	177	2858	8.384733E-4
			5)	reg	197	2531	7.4253883E-4
			6)	rem	258	2036	5.973169E-4
			7)	ref	272	1917	5.624049E-4
			8)	rei	373	1433	4.2041016E-4
			9)	ret	430	1231	3.611479E-4
			10)	ren	455	1193	3.4999952E-4
			11)	rea	483	1146	3.3621077E-4
			12)	rev	539	1016	2.9807168E-4
			13)	rep	610	867	2.5435843E-4
			14)	red	842	560	1.6429149E-4
			15)	reo	1133	350	1.0268218E-4
			16)	ree	1219	301	8.830667E-5
			17)	rez	1256	284	8.331925E-5
			18)	req	1413	214	6.278282E-5
			19)	rer	1441	203	5.9555663E-5
		3)	ri	0	0	0.0
			1)	ria	79	5651	0.0016578771
			2)	rio	110	3914	0.0011482801
			3)	rim	482	1146	3.3621077E-4
			4)	rig	575	924	2.7108093E-4
			5)	rid	578	918	2.6932068E-4
			6)	rin	609	867	2.5435843E-4
			7)	rit	673	762	2.2355377E-4
			8)	rib	721	700	2.0536435E-4
			9)	ris	722	699	2.0507097E-4
			10)	rie	822	580	1.7015904E-4
			11)	ric	904	511	1.4991597E-4
			12)	rif	1118	359	1.0532257E-4
			13)	rir	1123	356	1.0444244E-4
			14)	riz	1191	316	9.2707334E-5
		4)	ro	0	0	0.0
			1)	ro_	142	3382	9.922032E-4
			2)	rop	211	2417	7.0909376E-4
			3)	ros	271	1923	5.6416524E-4
			4)	roc	443	1208	3.544002E-4
			5)	rog	540	1008	2.9572466E-4
			6)	rov	625	838	2.4585048E-4
			7)	rob	759	650	1.9069547E-4
			8)	rod	800	608	1.7837361E-4
			9)	rom	801	604	1.772001E-4
			10)	rol	851	556	1.6311798E-4
			11)	rot	924	494	1.4492856E-4
			12)	rof	1009	435	1.2761928E-4
			13)	roj	1048	408	1.1969808E-4
			14)	ron	1091	377	1.10603374E-4
		5)	rm	0	0	0.0
			1)	rma	202	2469	7.243494E-4
			2)	rmo	486	1139	3.3415714E-4
			3)	rmi	589	902	2.6462664E-4
			4)	rme	805	600	1.7602659E-4
		6)	rt	0	0	0.0
			1)	rta	283	1854	5.439221E-4
			2)	rte	383	1384	4.0603467E-4
			3)	rti	388	1364	4.001671E-4
			4)	rtu	824	578	1.6957227E-4
			5)	rto	952	477	1.3994114E-4
			6)	rtâ	1271	276	8.097223E-5
		7)	rá	0	0	0.0
			1)	rá_	289	1829	5.3658773E-4
			2)	rát	1073	390	1.1441728E-4
			3)	rár	1414	213	6.248944E-5
		8)	rd	0	0	0.0
			1)	rda	453	1195	3.5058628E-4
			2)	rdo	702	729	2.138723E-4
			3)	rde	738	676	1.983233E-4
		9)	rn	0	0	0.0
			1)	rna	569	939	2.754816E-4
			2)	rno	789	621	1.8218752E-4
		10)	rr	0	0	0.0
			1)	rre	611	864	2.534783E-4
			2)	rra	1012	434	1.273259E-4
			3)	rrê	1194	314	9.212058E-5
			4)	rro	1249	286	8.390601E-5
			5)	rri	1280	273	8.00921E-5
		11)	rê	0	0	0.0
			1)	rên	634	824	2.4174318E-4
		12)	rc	0	0	0.0
			1)	rca	658	791	2.3206172E-4
			2)	rce	897	515	1.510895E-4
			3)	rci	1084	382	1.1207026E-4
			4)	rcu	1388	225	6.600997E-5
		13)	rg	0	0	0.0
			1)	rga	740	673	1.9744315E-4
			2)	rgu	848	558	1.6370472E-4
			3)	rgi	1321	256	7.5104675E-5
		14)	rã	0	0	0.0
			1)	rão	763	644	1.889352E-4
		15)	rv	0	0	0.0
			1)	rvi	768	638	1.8717494E-4
			2)	rve	1093	375	1.1001662E-4
			3)	rva	1108	366	1.0737622E-4
		16)	rs	0	0	0.0
			1)	rso	835	570	1.6722525E-4
			2)	rse	981	454	1.3319345E-4
		17)	rç	0	0	0.0
			1)	rça	856	551	1.6165109E-4
			2)	rço	1168	334	9.798814E-5
		18)	rq	0	0	0.0
			1)	rqu	878	531	1.5578353E-4
		19)	ru	0	0	0.0
			1)	rup	901	514	1.5079611E-4
			2)	rut	1011	434	1.273259E-4
			3)	rum	1311	258	7.569143E-5
		20)	ró	0	0	0.0
			1)	róp	936	486	1.4258154E-4
			2)	róx	1180	327	9.593449E-5
		21)	rí	0	0	0.0
			1)	ríd	1331	253	7.422455E-5
			2)	ría	1357	240	7.0410635E-5
			3)	río	1404	219	6.42497E-5
	15)	s	0	0	0.0
		1)	st	0	0	0.0
			1)	sta	39	8899	0.0026107677
			2)	ste	99	4486	0.0013160921
			3)	str	205	2462	7.222958E-4
			4)	sti	213	2388	7.0058584E-4
			5)	sto	295	1803	5.289599E-4
			6)	stã	369	1446	4.2422407E-4
			7)	stá	622	842	2.4702397E-4
			8)	stõ	1107	367	1.076696E-4
			9)	stu	1419	211	6.190268E-5
		2)	se	0	0	0.0
			1)	se_	47	7955	0.0023338192
			2)	sen	67	6447	0.0018914057
			3)	ser	112	3903	0.001145053
			4)	seg	233	2213	6.4924476E-4
			5)	ses	291	1823	5.348275E-4
			6)	sem	304	1747	5.1253074E-4
			7)	seu	441	1211	3.5528032E-4
			8)	sej	472	1163	3.411982E-4
			9)	sec	918	498	1.4610207E-4
			10)	seq	1154	339	9.945502E-5
			11)	sei	1244	288	8.449276E-5
		3)	so	0	0	0.0
			1)	so_	101	4445	0.0013040636
			2)	sob	254	2058	6.037712E-4
			3)	sos	395	1343	3.9400617E-4
			4)	sol	414	1282	3.7611014E-4
			5)	soc	477	1150	3.373843E-4
			6)	soa	858	549	1.6106432E-4
		4)	ss	0	0	0.0
			1)	sso	107	4064	0.0011922867
			2)	ssa	148	3285	9.637456E-4
			3)	sse	165	3033	8.898144E-4
			4)	ssi	290	1826	5.357076E-4
			5)	ssã	733	681	1.9979017E-4
			6)	ssá	762	646	1.8952196E-4
			7)	ssí	828	575	1.6869215E-4
			8)	ssu	829	574	1.6839876E-4
		5)	sã	0	0	0.0
			1)	são	161	3051	8.950952E-4
		6)	sa	0	0	0.0
			1)	sa_	170	2970	8.713316E-4
			2)	sas	366	1463	4.292115E-4
			3)	sab	638	817	2.3968953E-4
			4)	sar	666	780	2.2883456E-4
			5)	sam	718	704	2.0653786E-4
			6)	sad	909	506	1.484491E-4
			7)	sal	1105	370	1.0854973E-4
			8)	sat	1396	221	6.483646E-5
			9)	san	1409	215	6.307619E-5
		7)	sp	0	0	0.0
			1)	spe	176	2873	8.42874E-4
			2)	spo	309	1718	5.040228E-4
			3)	spa	1103	371	1.0884311E-4
		8)	si	0	0	0.0
			1)	sid	311	1709	5.013824E-4
			2)	sit	465	1170	3.4325186E-4
			3)	sim	537	1018	2.9865844E-4
			4)	sis	596	895	2.6257298E-4
			5)	siç	709	720	2.112319E-4
			6)	sig	908	506	1.484491E-4
			7)	siv	1061	400	1.1735106E-4
			8)	sin	1102	372	1.0913648E-4
			9)	sib	1178	328	9.6227865E-5
			10)	sia	1408	215	6.307619E-5
		9)	su	0	0	0.0
			1)	sua	335	1569	4.6030953E-4
			2)	sub	781	630	1.8482792E-4
			3)	sul	968	463	1.3583385E-4
			4)	sum	1078	385	1.12950394E-4
			5)	sup	1213	303	8.889343E-5
			6)	sus	1228	296	8.6839784E-5
			7)	sun	1297	266	7.803845E-5
			8)	suf	1393	222	6.512984E-5
		10)	sm	0	0	0.0
			1)	smo	478	1150	3.373843E-4
			2)	sma	1378	231	6.7770234E-5
		11)	sí	0	0	0.0
			1)	sív	745	666	1.9538951E-4
		12)	sá	0	0	0.0
			1)	sár	746	666	1.9538951E-4
			2)	sáv	1380	230	6.747686E-5
		13)	sc	0	0	0.0
			1)	sca	847	558	1.6370472E-4
			2)	sco	963	466	1.3671398E-4
			3)	sci	1015	431	1.2644577E-4
			4)	scr	1114	362	1.0620271E-4
			5)	scu	1132	350	1.0268218E-4
			6)	sce	1289	270	7.921196E-5
		14)	sõ	0	0	0.0
			1)	sõe	859	548	1.6077096E-4
		15)	só	0	0	0.0
			1)	só_	930	489	1.4346167E-4
		16)	sl	0	0	0.0
			1)	sla	1121	357	1.0473582E-4
		17)	sf	0	0	0.0
			1)	sfo	1182	326	9.564111E-5
		18)	sd	0	0	0.0
			1)	sde	1373	233	6.835699E-5
		19)	sq	0	0	0.0
			1)	squ	1407	215	6.307619E-5
	16)	i	0	0	0.0
		1)	ia	0	0	0.0
			1)	ia_	40	8852	0.002596979
			2)	ias	247	2114	6.2020036E-4
			3)	ial	307	1737	5.0959695E-4
			4)	iar	615	859	2.520114E-4
			5)	iaç	707	723	2.1211203E-4
			6)	iam	710	720	2.112319E-4
			7)	iad	728	689	2.0213719E-4
			8)	iai	843	560	1.6429149E-4
			9)	iat	854	553	1.6223783E-4
			10)	ian	1045	411	1.2057821E-4
		2)	id	0	0	0.0
			1)	ida	50	7640	0.0022414052
			2)	ido	181	2811	8.2468457E-4
			3)	ide	313	1704	4.999155E-4
			4)	idi	1157	339	9.945502E-5
		3)	is	0	0	0.0
			1)	is_	55	7258	0.002129335
			2)	ist	116	3834	0.0011248098
			3)	iss	269	1928	5.656321E-4
			4)	isa	632	826	2.4232993E-4
			5)	isc	690	745	2.1856635E-4
			6)	isp	697	738	2.1651271E-4
			7)	isã	869	540	1.5842392E-4
			8)	ism	911	503	1.4756895E-4
			9)	isl	1119	359	1.0532257E-4
			10)	ise	1193	315	9.241396E-5
			11)	iso	1200	313	9.1827205E-5
			12)	isi	1418	212	6.2196064E-5
			13)	isõ	1428	207	6.0729173E-5
		4)	ic	0	0	0.0
			1)	ica	57	7143	0.0020955966
			2)	ico	228	2239	6.568725E-4
			3)	ici	242	2133	6.257745E-4
			4)	icu	860	548	1.6077096E-4
		5)	io	0	0	0.0
			1)	io_	95	4772	0.0013999981
			2)	ion	235	2199	6.4513745E-4
			3)	ios	252	2074	6.084652E-4
			4)	ior	475	1153	3.3826442E-4
		6)	it	0	0	0.0
			1)	ito	96	4757	0.0013955975
			2)	ita	173	2925	8.581296E-4
			3)	itu	312	1706	5.0050224E-4
			4)	iti	559	949	2.784154E-4
			5)	itá	711	719	2.1093852E-4
			6)	ite	983	451	1.3231332E-4
		7)	iv	0	0	0.0
			1)	iva	147	3292	9.657992E-4
			2)	ivo	298	1789	5.248526E-4
			3)	ive	650	802	2.3528887E-4
			4)	ivi	777	635	1.862948E-4
		8)	im	0	0	0.0
			1)	ime	150	3209	9.4144884E-4
			2)	imp	219	2363	6.932514E-4
			3)	imo	534	1025	3.007121E-4
			4)	im_	545	986	2.8927036E-4
			5)	ima	553	965	2.8310943E-4
			6)	imi	605	878	2.5758558E-4
		9)	in	0	0	0.0
			1)	int	166	2996	8.789594E-4
			2)	ina	214	2384	6.994123E-4
			3)	ind	270	1924	5.644586E-4
			4)	inc	315	1685	4.943413E-4
			5)	ini	349	1512	4.43587E-4
			6)	ins	464	1175	3.4471872E-4
			7)	inh	513	1068	3.1332733E-4
			8)	inf	678	756	2.217935E-4
			9)	inu	886	525	1.5402326E-4
			10)	inv	991	447	1.3113981E-4
			11)	ing	1057	402	1.17937816E-4
			12)	ino	1145	343	1.0062853E-4
			13)	ine	1156	339	9.945502E-5
		10)	ir	0	0	0.0
			1)	ir_	189	2647	7.7657064E-4
			2)	ire	301	1776	5.210387E-4
			3)	ira	356	1494	4.383062E-4
			4)	iro	392	1355	3.9752672E-4
			5)	irm	912	502	1.4727558E-4
			6)	iri	1069	396	1.1617755E-4
			7)	irá	1242	290	8.507952E-5
		11)	iz	0	0	0.0
			1)	iza	230	2231	6.5452553E-4
			2)	ize	688	746	2.1885973E-4
			3)	iz_	1371	234	6.865037E-5
		12)	il	0	0	0.0
			1)	ili	249	2096	6.149195E-4
			2)	ilh	853	553	1.6223783E-4
			3)	il_	1025	421	1.2351199E-4
			4)	ilo	1098	373	1.09429864E-4
		13)	ie	0	0	0.0
			1)	ien	376	1420	4.1659625E-4
			2)	ied	1036	416	1.220451E-4
		14)	if	0	0	0.0
			1)	ifi	384	1377	4.0398102E-4
			2)	ife	817	585	1.7162593E-4
		15)	iç	0	0	0.0
			1)	içã	490	1131	3.3181012E-4
			2)	içõ	647	804	2.3587563E-4
			3)	iço	903	512	1.5020935E-4
			4)	iça	1432	206	6.0435796E-5
		16)	ig	0	0	0.0
			1)	igo	585	905	2.6550677E-4
			2)	iga	659	789	2.3147496E-4
			3)	igu	874	536	1.5725041E-4
			4)	ign	931	489	1.4346167E-4
			5)	igi	1144	344	1.0092191E-4
			6)	ige	1276	274	8.038548E-5
		17)	iã	0	0	0.0
			1)	ião	719	701	2.0565774E-4
		18)	ib	0	0	0.0
			1)	ibu	723	695	2.0389746E-4
			2)	ibi	787	624	1.8306765E-4
			3)	ibe	1117	360	1.0561595E-4
		19)	ip	0	0	0.0
			1)	ipa	872	537	1.575438E-4
			2)	ipo	1232	295	8.65464E-5
		20)	iõ	0	0	0.0
			1)	iõe	949	478	1.4023451E-4
		21)	iu	0	0	0.0
			1)	iu_	1063	400	1.1735106E-4
		22)	ix	0	0	0.0
			1)	ixa	1072	391	1.1471066E-4
		23)	iê	0	0	0.0
			1)	iên	1197	314	9.212058E-5
		24)	iq	0	0	0.0
			1)	iqu	1451	200	5.867553E-5
	17)	p	0	0	0.0
		1)	pa	0	0	0.0
			1)	par	43	8585	0.0025186471
			2)	paí	466	1170	3.4325186E-4
			3)	pas	663	784	2.3000807E-4
			4)	paç	871	538	1.5783717E-4
			5)	pal	1027	419	1.2292524E-4
			6)	pan	1165	335	9.828151E-5
			7)	pac	1175	332	9.7401375E-5
			8)	paz	1274	274	8.038548E-5
			9)	pap	1283	271	7.950534E-5
		2)	pr	0	0	0.0
			1)	pro	53	7393	0.0021689408
			2)	pre	68	6410	0.0018805508
			3)	pri	196	2551	7.484064E-4
			4)	pró	636	822	2.4115642E-4
			5)	pra	1065	399	1.1705768E-4
			6)	prá	1417	212	6.2196064E-5
		3)	po	0	0	0.0
			1)	por	63	6567	0.001926611
			2)	pos	100	4484	0.0013155054
			3)	pol	241	2137	6.26948E-4
			4)	pod	259	2024	5.937964E-4
			5)	pon	300	1780	5.222122E-4
			6)	poi	444	1207	3.5410683E-4
			7)	po_	558	953	2.795889E-4
			8)	pou	1070	392	1.1500403E-4
			9)	pop	1394	222	6.512984E-5
		4)	pe	0	0	0.0
			1)	per	108	3976	0.0011664695
			2)	pel	175	2885	8.463945E-4
			3)	pen	250	2079	6.099321E-4
			4)	pec	385	1375	4.0339425E-4
			5)	pei	417	1273	3.7346975E-4
			6)	pes	495	1124	3.2975647E-4
			7)	pet	922	495	1.4522193E-4
			8)	peu	944	481	1.4111465E-4
			9)	ped	1068	396	1.1617755E-4
		5)	pu	0	0	0.0
			1)	put	425	1238	3.632015E-4
			2)	pul	1210	305	8.9480185E-5
		6)	pl	0	0	0.0
			1)	pli	579	918	2.6932068E-4
			2)	ple	671	765	2.244339E-4
			3)	plo	841	561	1.6458485E-4
			4)	pla	978	457	1.3407359E-4
		7)	pi	0	0	0.0
			1)	pio	879	531	1.5578353E-4
			2)	pin	1179	328	9.6227865E-5
			3)	pid	1389	224	6.5716595E-5
		8)	pú	0	0	0.0
