Portuguese	3	498776	654
		6)	pl	0	0	0.0
			1)	pli	427	314	3.6975413E-4
	18)	õ	0	0	0.0
		1)	õe	0	0	0.0
			1)	ões	75	1509	0.0017769394
	19)	f	0	0	0.0
		1)	fo	0	0	0.0
			1)	for	112	986	0.001161075
			2)	foi	559	239	2.8143704E-4
		2)	fi	0	0	0.0
			1)	fic	188	699	8.2311506E-4
			2)	fin	400	340	4.0037069E-4
		3)	fe	0	0	0.0
			1)	fer	298	461	5.428556E-4
		4)	fu	0	0	0.0
			1)	fun	429	314	3.6975413E-4
		5)	fa	0	0	0.0
			1)	faz	523	257	3.0263315E-4
			2)	fac	588	225	2.649512E-4
	20)	h	0	0	0.0
		1)	ho	0	0	0.0
			1)	hor	123	926	0.0010904213
			2)	ho_	511	261	3.0734338E-4
		2)	ha	0	0	0.0
			1)	ha_	539	249	2.9321265E-4
		3)	há	0	0	0.0
			1)	há_	593	222	2.6141852E-4
	21)	l	0	0	0.0
		1)	la	0	0	0.0
			1)	lat	155	783	9.220302E-4
			2)	lar	247	523	6.1586435E-4
			3)	la_	360	377	4.4394046E-4
			4)	laç	495	270	3.1794145E-4
			5)	lam	628	212	2.496429E-4
		2)	lo	0	0	0.0
			1)	lo_	184	712	8.384233E-4
		3)	li	0	0	0.0
			1)	lic	245	531	6.252848E-4
			2)	lid	250	516	6.076214E-4
			3)	liz	355	380	4.4747314E-4
		4)	lm	0	0	0.0
			1)	lme	317	429	5.0517364E-4
		5)	lí	0	0	0.0
			1)	lít	359	377	4.4394046E-4
		6)	lh	0	0	0.0
			1)	lho	372	364	4.2863216E-4
			2)	lhe	603	218	2.5670827E-4
		7)	le	0	0	0.0
			1)	leg	379	359	4.2274434E-4
			2)	lem	500	268	3.155863E-4
		8)	lg	0	0	0.0
			1)	lgu	517	259	3.0498827E-4
		9)	lt	0	0	0.0
			1)	lta	601	219	2.5788584E-4
		10)	lv	0	0	0.0
			1)	lvi	651	202	2.378673E-4
	22)	v	0	0	0.0
		1)	ve	0	0	0.0
			1)	ver	158	778	9.1614237E-4
			2)	vel	214	610	7.183121E-4
			3)	ve_	532	251	2.955678E-4
			4)	ven	547	245	2.885024E-4
			5)	vez	600	219	2.5788584E-4
		2)	va	0	0	0.0
			1)	va_	260	506	5.958458E-4
			2)	vam	441	301	3.5444583E-4
			3)	vas	536	249	2.9321265E-4
		3)	vo	0	0	0.0
			1)	vo_	325	416	4.898653E-4
			2)	vol	418	326	3.8388485E-4
			3)	vos	521	257	3.0263315E-4
		4)	vi	0	0	0.0
			1)	vid	332	407	4.7926727E-4
			2)	vis	406	335	3.944829E-4
	23)	ê	0	0	0.0
		1)	ên	0	0	0.0
			1)	ênc	180	720	8.478438E-4
	24)	g	0	0	0.0
		1)	gr	0	0	0.0
			1)	gra	187	703	8.278253E-4
		2)	go	0	0	0.0
			1)	go_	323	422	4.969307E-4
			2)	gos	390	353	4.1567898E-4
		3)	gu	0	0	0.0
			1)	gun	349	387	4.5571604E-4
			2)	gur	446	298	3.5091315E-4
			3)	gui	637	208	2.4493266E-4
			4)	gua	645	205	2.4139998E-4
		4)	ga	0	0	0.0
			1)	gar	376	362	4.2627702E-4
	25)	é	0	0	0.0
		1)	ém	0	0	0.0
			1)	ém_	213	612	7.2066725E-4
		2)	ér	0	0	0.0
			1)	éri	527	255	3.00278E-4
	26)	á	0	0	0.0
		1)	ár	0	0	0.0
			1)	ári	217	603	7.100692E-4
		2)	áv	0	0	0.0
			1)	áve	525	256	3.0145558E-4
	27)	b	0	0	0.0
		1)	br	0	0	0.0
			1)	bre	221	592	6.97116E-4
		2)	bé	0	0	0.0
			1)	bém	312	439	5.169492E-4
		3)	bi	0	0	0.0
			1)	bil	394	351	4.1332387E-4
		4)	ba	0	0	0.0
			1)	bal	499	269	3.1676388E-4
			2)	bat	562	238	2.802595E-4
		5)	bo	0	0	0.0
			1)	bor	587	226	2.6612874E-4
		6)	bl	0	0	0.0
			1)	ble	617	214	2.5199802E-4
		7)	be	0	0	0.0
			1)	bem	635	209	2.4611023E-4
	28)	ó	0	0	0.0
		1)	ór	0	0	0.0
			1)	óri	254	510	6.00556E-4
	29)	í	0	0	0.0
		1)	ít	0	0	0.0
			1)	íti	287	469	5.5227603E-4
		2)	ív	0	0	0.0
			1)	íve	333	407	4.7926727E-4
	30)	z	0	0	0.0
		1)	ze	0	0	0.0
			1)	zer	397	347	4.0861362E-4
		2)	za	0	0	0.0
			1)	zaç	560	238	2.802595E-4
	31)	j	0	0	0.0
		1)	je	0	0	0.0
			1)	jec	455	293	3.4502533E-4
		2)	já	0	0	0.0
			1)	já_	554	241	2.8379218E-4
		3)	ja	0	0	0.0
			1)	ja_	567	236	2.7790436E-4
	32)	à	0	0	0.0
		1)	às	0	0	0.0
			1)	às_	542	247	2.9085754E-4
